fy,edition,document,pages,table,kind,source,detail
2020,FY2020,4127-fy-2020-annual-town-report.pdf,75,Public Access Cable FY20 line item expenses and revenue vs expenses,does not sum,table note,"ARITHMETIC WORTH CHECKING: the expenses total is given as $116,933.22 in the line-item table and $116,933.54 in the revenue-vs-expenses table, a 32-cent discrepancy; and $699,875.47 - $116,933.54 = $582,941.93, not the $449,041.36 printed as 'Subtotal' -- the $449,041.36 figure is carried over unchanged from the FY2019 report's version of this same table, where it was correct."
2020,FY2020,4127-fy-2020-annual-town-report.pdf,,,duplicated,surprise,"The Presidential Primary results are PRINTED TWICE -- pages 189-191 are byte-identical to pages 193-195, and only the second printing has its header page (192). Anyone summing vote totals across the elections section will double-count. The table of contents does not acknowledge it."
2020,FY2020,4127-fy-2020-annual-town-report.pdf,189-191 and again 192-195,"Presidential Primary Election, 3 March 2020",duplicated,table note,THIS RESULT IS PRINTED TWICE IN THE REPORT.
2020,FY2020,4127-fy-2020-annual-town-report.pdf,189-191 and again 192-195,"Presidential Primary Election, 3 March 2020",duplicated,table note,"Pages 193, 194 and 195 are byte-identical to pages 189, 190 and 191; the only difference is that the second printing has its own header page (192) carrying the Democratic presidential preference results, which the first printing lacks."
2020,FY2020,4127-fy-2020-annual-town-report.pdf,22,"Combined balance sheet, all fund types and account groups, 30 June 2020",duplicated,table note,"Note the FY19-and-older real estate receivable lines are identical to FY2019's report, which is what you would expect for stale receivables."
2020,FY2020,4127-fy-2020-annual-town-report.pdf,3-4,Table of contents,duplicated,table note,"The listed page numbers are reliable EXCEPT for the election section: the contents say 'Special State Primary Election March 3, 2020 ... 188-191' and 'Presidential Primary Election March 3, 2020 ... 192-195', but page 188 holds the Special State Primary AND a Special State Election, and pages 189-191 already hold Presidential Primary results, which are then reprinted on 192-195."
2020,FY2020,4127-fy-2020-annual-town-report.pdf,,,note,surprise,"The FY2021 capital plan appears in FOUR different total amounts inside this one report: $1,329,133 as recommended in January, $664,800 as re-voted by the committee in April after the shutdown, $647,880 as actually voted in June, and a further $494,333 voted at the November Special Town Meeting. The page that prints the $1,329,133 table explains the other figures in prose but does not print the revised list."
2020,FY2020,4127-fy-2020-annual-town-report.pdf,,,note,surprise,"COVID appears as named funds on the balance sheet, not just in narrative: 'Cares Act Funding - COVID' ($147,421 received) and 'FEMA #4496 - COVID Grant' both appear in the special revenue funds table with a $0.00 opening balance, and the FEMA grant closes the year at NEGATIVE $34,094.82 -- $34,094.82 spent against nothing received."
2020,FY2020,4127-fy-2020-annual-town-report.pdf,,,note,surprise,The Board of Health's own case count for the first pandemic year is a single line in a disease list: 'SARS CoV-2 (COVID-19)...355'. In the same list influenza fell from 380 the previous year to 63.
2020,FY2020,4127-fy-2020-annual-town-report.pdf,,,note,surprise,"The Building Department's page (53) is essentially EMPTY in extraction -- only '185 Gas Permits' survives out of what in FY2019 was a five-line permit count. This is an extraction gap, not an absence of data, and it is easy to mistake for the latter."
2020,FY2020,4127-fy-2020-annual-town-report.pdf,,,note,surprise,"The Police Chief attributes the year's crime changes to the pandemic but explicitly hedges it: 'Without a significant study being conducted, it is believed that the number of assaults that have occurred is related to the Pandemic and the effects of isolation.' The report separates the measurement from the explanation, which the financial sections generally do not."
2020,FY2020,4127-fy-2020-annual-town-report.pdf,,,note,surprise,"Turnout for the pandemic-delayed Annual Town Election on 20 June 2020 was 524 ballots from 8,088 registered voters -- 6.5% -- against 7,224 from 8,566 (84.3%) at the November state election five months later, in the same report."
2020,FY2020,4127-fy-2020-annual-town-report.pdf,,,page numbering,surprise,"The New Growth Revenue table (p38) has no counterpart in the FY2019 report, and its tax-rate column is offset by a year from the fiscal year on the same row (FY2020 new growth shown at the 18.68 FY2019 rate). The page does not say whether that is deliberate."
2020,FY2020,4127-fy-2020-annual-town-report.pdf,,,two figures differ,surprise,The Monty Tech AP table's own last column contradicts the prose above it: the table says 75 of 106 exams (71%) qualified while the paragraph says '89 out of 146 (61%) exams earned qualifying credit'.
2020,FY2020,4127-fy-2020-annual-town-report.pdf,134,"Monty Tech Advanced Placement participation and results, Spring 2016 to Spring 2020",two figures differ,table note,"WORTH CHECKING: the last two rows disagree -- 75 qualifying exams out of 106 total exams is 71%, but 146 test takers taking only 106 exams is implausible, and the prose above says '89 out of 146 (61%) exams earned qualifying credit', which contradicts both."
2020,FY2020,4127-fy-2020-annual-town-report.pdf,"119, 123, 127-128",School staff rosters,unreadable / OCR damage,table note,"Pages 127-128 are OCR'd and carry misreads ('MoGuire' for McGuire, 'Isiakalos' for Tsiakalos, 'Ith Grade' for 7th Grade, 'Knault' for Nault)."
2020,FY2020,4127-fy-2020-annual-town-report.pdf,208-214,"Town and school employee gross wages, calendar 2020",unreadable / OCR damage,table note,"Also expect OCR digit damage in individual amounts ('7,752.9C' for 7,752.90)."
2020,FY2020,4127-fy-2020-annual-town-report.pdf,22,"Combined balance sheet, all fund types and account groups, 30 June 2020",unreadable / OCR damage,table note,"A few OCR digit errors ('$3.009,847.28', '54.156,357.82', '$2,218.403.89|' with a stray pipe) need repair."
2020,FY2020,4127-fy-2020-annual-town-report.pdf,24,"FY 2020 receipts, by revenue source",unreadable / OCR damage,table note,"Figures visible on the amount lines include $29,814,781.47 and $2,802,583.08 [OCR: '32802583.08'] alongside the TAXES & EXCISES label run, and $9,790,141.52 which is likely Chapter 70."
2020,FY2020,4127-fy-2020-annual-town-report.pdf,26-30,"General fund appropriations summary and classification of accounts, FY2020",unreadable / OCR damage,table note,"Caveats: some cells are OCR-corrupted, especially on page 30 ('577,163.0' for $77,163.00, '- 2000', '5202600', '3047000', '830,3000', '51.770,967.83', '541,024,362.4'), and where a value is blank in the source the row is short."
2020,FY2020,4127-fy-2020-annual-town-report.pdf,37,Assessor: four tables on one page,unreadable / OCR damage,table note,"One OCR digit error: Residential valuation reads '1,04,806,468' -- a digit is missing; it should be ~1,404,806,468 to make the class total."
2020,FY2020,4127-fy-2020-annual-town-report.pdf,40-41,Trust funds fiscal year 2020 summary,unreadable / OCR damage,table note,Here the table is transposed into column runs and the fund names arrive as one undelimited string.
2020,FY2020,4127-fy-2020-annual-town-report.pdf,42,"Five years outstanding debt as of 30 June 2020, plus authorized unissued debt",unreadable / OCR damage,table note,"CLEAN, and it recovers the FY2019 columns that FY2019's own report garbled."
2020,FY2020,4127-fy-2020-annual-town-report.pdf,43-46,Debt repayment schedule as of 30 June 2020,unreadable / OCR damage,table note,"Several values are OCR-corrupted ('5269358 5201,019', '51935338 5595019 590900 55945081-', '$1.107.321')."
2020,FY2020,4127-fy-2020-annual-town-report.pdf,47-49,"FY2020 collection of taxes - receivables summary, 30 June 2020",unreadable / OCR damage,table note,"Transposed, so numbers cannot be matched to levy years."
2020,FY2020,4127-fy-2020-annual-town-report.pdf,47-49,"FY2020 collection of taxes - receivables summary, 30 June 2020",unreadable / OCR damage,table note,"Note that this year's table gains a BALANCES column that FY2019's did not print, and does NOT suffer FY2019's clipped right-hand edge."
2021,FY2021,4128-fy-2021-annual-town-report.pdf,103,"Student enrollment by grade level, 2021",announced but absent,table note,"Two printed inconsistencies survive: the grade 10 row's resident and total figures (104 and 113) leave a school choice figure of 9 that is not printed, and the High School Total's resident figure (450) does not equal its grade rows (120+104+125+101 = 450 -- it does; but 450+23 = 473, and the individual totals 122+113+125+113 = 473 as well, so the missing grade 10 school choice figure is 9)."
2021,FY2021,4128-fy-2021-annual-town-report.pdf,39,Treasurer's cash as of 30 June 2021,announced but absent,table note,"Absent since FY2019: Belmont Savings Bank, an 'OPEB' cash line, and the Fidelity ARRA/Senior grant accounts persist at a few dollars."
2021,FY2021,4128-fy-2021-annual-town-report.pdf,57,Cultural Council funding awards,continues elsewhere,table note,"NO AMOUNT COLUMN SURVIVES -- the table as rendered carries only recipient and project title, so the grants cannot be valued from this text."
2021,FY2021,4128-fy-2021-annual-town-report.pdf,,,does not sum,surprise,"The assessors' table on p38 does not tie to itself: the four class valuations sum to 1,742,668,758 against a printed Totals of 1,548,256,450, and the four levies sum to 29,956,477.18 against a printed 28,054,406.88. Separately the narrative on the same page says the FY2021 rate is $17.74 while the table says 17.19. The report gives two tax rates and two totals for the same year."
2021,FY2021,4128-fy-2021-annual-town-report.pdf,38,Fiscal 2021 assessments and revenues by major class,does not sum,table note,READ THE TOTALS ROW WITH CARE -- IT DOES NOT TIE TO ITS OWN COLUMNS.
2021,FY2021,4128-fy-2021-annual-town-report.pdf,92,"Police Department statistical information, 2021",does not sum,table note,Note some sub-lines do not sum to their stated totals (arrests 142+254+11 = 407 does;
2021,FY2021,4128-fy-2021-annual-town-report.pdf,138,Revolving fund FY2022 spending limits,duplicated,table note,"IDENTICAL TO THE FY2020 LIMITS VOTED THREE YEARS EARLIER (FY2019 report, p159), fund for fund and in total."
2021,FY2021,4128-fy-2021-annual-town-report.pdf,138,Revolving fund FY2022 spending limits,duplicated,table note,"Unlike the FY2019 report this year does NOT reprint the full six-column table of purposes, revenue sources and restrictions -- the article refers instead to Chapter 138 of the General By-laws."
2021,FY2021,4128-fy-2021-annual-town-report.pdf,"71, 74",Public Access Cable programming mix,duplicated,table note,"STILL LARGELY UNUSABLE as charts, but the p74 expense pie duplicates the p73 table which IS complete, so nothing is lost there."
2021,FY2021,4128-fy-2021-annual-town-report.pdf,,,note,surprise,"The communicable disease table on p85 prints 'Novel Coronavirus (SARS, MERS, etc.) 1105' as one line among eleven ordinary diseases that together total 43. In the same year Influenza fell from 48 cases (FY2019) to 10."
2021,FY2021,4128-fy-2021-annual-town-report.pdf,,,note,surprise,"The special revenue funds schedule is the cleanest published account of COVID money in either report, and every programme has its own named line: ARPA $614,195.58 received and entirely unspent at year end, FY21 School Reopening #102 $377,550.00, FY21 ESSER #113 $197,973.00, Covid Prevention Grant $67,075.00, Remote Learning Tech $55,735.00, and FEMA #4496 - COVID Grant carrying a NEGATIVE $74,911.81 balance, i.e. the town was that far ahead of reimbursement."
2021,FY2021,4128-fy-2021-annual-town-report.pdf,,,note,surprise,The employee gross wages table is fully legible here -- over 400 named amounts -- and almost entirely amountless in FY2019. Whatever went wrong with the FY2019 payroll pages is specific to that document and was not the rotation.
2021,FY2021,4128-fy-2021-annual-town-report.pdf,,,note,surprise,"The Turkey Hill Elementary staff roster ends with two headcount lines, 'Admin =2.0' and 'Paraprofessionals = 12'. Published headcount is one of the project's standing unanswered questions, and one school prints two lines of it at the bottom of a staff list."
2021,FY2021,4128-fy-2021-annual-town-report.pdf,,,note,surprise,"The Veterans' Services report on p79 states plainly that the Town pays out benefits and is then reimbursed 75% by the state, 'the maximum allowable share' -- $71,999.46 paid, $53,999.60 reimbursed. That is a budget line being netted down by a reimbursement, said out loud, in the report itself."
2021,FY2021,4128-fy-2021-annual-town-report.pdf,,,note,surprise,"The FY2021 Annual Town Meeting was held on 13 June 2020, not on the first Saturday in May as the town facts panel states -- visible only in the capital projects fund's article references ('6 6/20 ATM'). The May 2021 meeting in the town clerk's section is the FY2022 one."
2021,FY2021,4128-fy-2021-annual-town-report.pdf,,,note,surprise,"The debt repayment schedule recovered its grand totals in FY2021 and did not in FY2019, which means the town's forward debt-service profile ($4,516,558 in FY2022 falling to $2,547,440 by FY2026) is quotable from this report and not from that one."
2021,FY2021,4128-fy-2021-annual-town-report.pdf,,,page numbering,surprise,"The FY2021 report prints no vital records report. Its own contents page lists one at folio 137, and FY2019 prints births, deaths and marriages. There is nothing at that folio but the town meeting record."
2021,FY2021,4128-fy-2021-annual-town-report.pdf,4-5,Table of contents,page numbering,table note,"NOTE: the contents page lists a 'Vital Records Report' at folio 137, but folio 137 (PDF p138) carries the Annual Town Meeting record and NO vital records report appears anywhere in the document -- unlike FY2019, which prints one."
2021,FY2021,4128-fy-2021-annual-town-report.pdf,,,two figures differ,surprise,The FY2022 capital plan prints TWO priority columns -- the Town Manager's and the Capital Planning Committee's -- and they disagree on the top three items. FY2019's capital plan has only one.
2021,FY2021,4128-fy-2021-annual-town-report.pdf,38,Fiscal 2021 assessments and revenues by major class,two figures differ,table note,The report contradicts itself on the FY2021 tax rate; do not quote either figure without the PDF.
2021,FY2021,4128-fy-2021-annual-town-report.pdf,43-46,Debt repayment schedule as of 30 June 2021,two figures differ,table note,"Individual issue rows are still patchy in places and OCR renders '$' as 'S' and '5' inconsistently ('S52,640' for $59,640, '$S50,000'), so per-issue figures need checking against the PDF."
2021,FY2021,4128-fy-2021-annual-town-report.pdf,96,FY 2022 capital plan (Capital Planning Committee report),two figures differ,table note,"First, it carries TWO priority columns -- the Town Manager's and the Capital Planning Committee's -- and they disagree: Turnout Gear is CPC priority 1 but TM priority 2, Bulletproof Vests CPC 2 but TM 3."
2021,FY2021,4128-fy-2021-annual-town-report.pdf,,,unreadable / OCR damage,surprise,"Monty Tech's grant income more than doubled in the pandemic, from $945,083 in FY2019 to $2,037,076 in FY2021 -- and that figure is on the one page of the report that OCR'd fully mirrored (p125)."
2021,FY2021,4128-fy-2021-annual-town-report.pdf,138,Revolving fund FY2022 spending limits,unreadable / OCR damage,table note,"Technology $30,000 (OCR'd '530,000')."
2021,FY2021,4128-fy-2021-annual-town-report.pdf,139,"FY 2022 capital plan (as voted, Annual Town Meeting Article 5)",unreadable / OCR damage,table note,"The two printings agree project for project with p96 -- as in FY2019, the apparent divergence between the committee's copy and the town meeting's copy is an OCR artefact, not a real difference."
2021,FY2021,4128-fy-2021-annual-town-report.pdf,140-143,FY 2022 Omnibus Budget as voted,unreadable / OCR damage,table note,"As in FY2019 several line numbers and account names did not OCR (line 13 Reserve Fund reads '75000000' for $75,000.00) and the OCR turns line numbers 8 and 9 into '∞ a'."
2021,FY2021,4128-fy-2021-annual-town-report.pdf,162-168,"Town and school employee gross wages, calendar 2021",unreadable / OCR damage,table note,"Two caveats before using it: a handful of figures carry OCR digit damage (a comma read as a full stop, '15,718,68'), and gross wages include overtime, details and stipends, so a figure here is not a salary and not a full employment cost."
2021,FY2021,4128-fy-2021-annual-town-report.pdf,25,"FY 2021 receipts, by revenue source",unreadable / OCR damage,table note,"SAME LIMITATION AS FY2019: the rendering hard-clips at 188 characters and every AMOUNT in the third column is cut off, though the labels survive."
2021,FY2021,4128-fy-2021-annual-town-report.pdf,25,"FY 2021 receipts, by revenue source",unreadable / OCR damage,table note,FEDERAL REVENUE is the one that matters most in a COVID year and it is exactly the one clipped.
2021,FY2021,4128-fy-2021-annual-town-report.pdf,37,"Capital projects fund, FY2021",unreadable / OCR damage,table note,"One value carries an OCR space: '$26, 138.82'."
2021,FY2021,4128-fy-2021-annual-town-report.pdf,40-41,"Trust and OPEB funds, FY2021",unreadable / OCR damage,table note,Note 'OPES TRUST' and 'SEWER OPE TRUST' are OCR corruptions of OPEB.
2021,FY2021,4128-fy-2021-annual-town-report.pdf,96,FY 2022 capital plan (Capital Planning Committee report),unreadable / OCR damage,table note,Several TM priorities did not OCR.
2022,FY2022,4129-fy-2022-annual-town-report.pdf,123,Monty Tech budget figures and expense breakdown (chart did not extract),announced but absent,table note,"Record this as a KNOWN GAP, not as absent data."
2022,FY2022,4129-fy-2022-annual-town-report.pdf,117-119,2022-2023 LMHS staff roster,continues elsewhere,table note,The heading appears ONLY on p117; pp118-119 continue the same roster with no repeated heading.
2022,FY2022,4129-fy-2022-annual-town-report.pdf,153-164,"Salary Administration Plan bylaw (full reprinted text, ATM Article 22)",continues elsewhere,table note,"Not a table but it CONTAINS several: the vacation accrual schedule (p158-159), sick-leave buyback percentages by service length ('10 years continuous service 10%; 15 years continuous service 50%; 25 years continuous service 75%', p160), the progressive discipline steps (p163), and the part-time proration formula worked example (p163)."
2022,FY2022,4129-fy-2022-annual-town-report.pdf,55,Cemetery interments 2022,does not sum,table note,"11 + 32 = 43, not the printed 44 - the page's own arithmetic is off by one, or one row is uncounted."
2022,FY2022,4129-fy-2022-annual-town-report.pdf,,,duplicated,surprise,"Twelve pages (153-164) of the report are the complete reprinted text of the Town's Salary Administration Plan bylaw, printed with additions underlined and deletions struck through. The extract loses that formatting entirely, so from the text alone you cannot tell current bylaw from proposed amendment."
2022,FY2022,4129-fy-2022-annual-town-report.pdf,174-177,"Annual Town Election official tally sheet, 21 May 2022",duplicated,table note,"TWO DATA DEFECTS TO NOTE: the School Committee 2-year block is printed TWICE, once on p175 (spelling the candidate 'ANTHONY FRANKSCULIMBRENE II') and again on p176 ('ANTHONY FRANK SCULIMBRENE II') with identical vote counts; and the Planning Board block shows the elected candidate 'AMANDA REID' with 2 votes against 13 all-others and 162 blanks, which suggests she was a write-in whose name was not on the ballot."
2022,FY2022,4129-fy-2022-annual-town-report.pdf,94,Fiscal Year 2023 capital plan (Capital Planning Committee report),duplicated,table note,"The plan is also referenced (but NOT reprinted) inside the town meeting excerpts at p142 - the opposite of FY2021, which printed the table twice."
2022,FY2022,4129-fy-2022-annual-town-report.pdf,112,Turkey Hill Elementary School staff roster,no heading,table note,NO HEADING - FY2021 printed 'THES STAFF ROSTER' over the same roster;
2022,FY2022,4129-fy-2022-annual-town-report.pdf,117-119,2022-2023 LMHS staff roster,no heading,table note,"FY2021 split this into two separate unheaded rosters (LMS on its p118, LHS on its p121);"
2022,FY2022,4129-fy-2022-annual-town-report.pdf,,,note,surprise,"The Annual Town Election of 21 May 2022 drew 177 ballots from 8,903 registered voters - about 2% turnout - and every single race was uncontested. Six months later the state election drew 5,335 ballots (59%). Both tally sheets are printed in full in the same report."
2022,FY2022,4129-fy-2022-annual-town-report.pdf,,,note,surprise,"A full 20-grade by 8-step hourly wage grid is printed at p152, as voted. FY2021 prints no such grid, so this is available for one year and not the other."
2022,FY2022,4129-fy-2022-annual-town-report.pdf,,,note,surprise,"The Town holds shares of Unitil stock inside two trust bequests ('MABEL ALLEN UNITIL STOCK #20376' and 'JOSEPH HARWOOD UNITIL STOCK', p43) - equity in the local utility, held in nineteenth-century trusts."
2022,FY2022,4129-fy-2022-annual-town-report.pdf,,,note,surprise,"The Vital Records page (p140) explains that names were removed at the recommendation of the Registry of Vital Records and the US Department of State, and only counts are now published. That is a documented change of practice, and it is what makes FY2021's missing vitals page (scan failure) impossible to compensate for from this year."
2022,FY2022,4129-fy-2022-annual-town-report.pdf,,,note,surprise,"The oldest live capital appropriation on the books is Article 3006 from the August 2002 Annual Town Meeting, 'Development of Cemeteries', still carrying a balance twenty years later (p38)."
2022,FY2022,4129-fy-2022-annual-town-report.pdf,,,note,surprise,"'Old Primary School Hazardous Abatement' closes FY2022 at NEGATIVE $49,990.00 in the special revenue funds table (p37) - a fund spent into deficit."
2022,FY2022,4129-fy-2022-annual-town-report.pdf,,,note,surprise,The cemetery page's own totals do not add up: 11 full burials plus 32 cremations against a printed Total of 44. FY2021's version has the same defect (37 and 46).
2022,FY2022,4129-fy-2022-annual-town-report.pdf,,,note,surprise,"A 'TNC Per Ride Assessment Fund' appears in the special revenue funds - the town's share of the state per-trip assessment on Uber and Lyft rides, running at about $400 a year."
2022,FY2022,4129-fy-2022-annual-town-report.pdf,,,note,surprise,"ARPA money is visible as CASH: 'Unibank ARPA CLFRF Fund $1,754,181.32' sits in the Treasurer's account list (p40) while never appearing as a revenue line in the receipts summary."
2022,FY2022,4129-fy-2022-annual-town-report.pdf,,,two figures differ,surprise,"The town profile panel (p6) prints TOTAL AREA - 26.63 MILES while the prose four lines below says 'approximately 26.4 square miles'. The report contradicts itself on one page, and the FY2021 report carries the same pair."
2022,FY2022,4129-fy-2022-annual-town-report.pdf,,,two figures differ,surprise,The School Committee 2-year election block is printed twice (pp175 and 176) with the candidate's surname spelled two different ways and identical vote counts - the same race counted once but typeset twice.
2022,FY2022,4129-fy-2022-annual-town-report.pdf,49-51,FY2022 collection of taxes - receivables summary,two figures differ,table note,"Because the two years transposed differently in OCR, cross-checking a levy line between FY2021 and FY2022 means re-deriving it from two differently-broken extracts; the closing balance in FY2021 should equal the opening in FY2022 for each line, which is the check to run."
2022,FY2022,4129-fy-2022-annual-town-report.pdf,6,Lunenburg profile / town facts,two figures differ,table note,Note the panel says 26.63 square miles while the prose immediately below says 'approximately 26.4 square miles' - the report contradicts itself on the same page.
2022,FY2022,4129-fy-2022-annual-town-report.pdf,113,Lunenburg Middle School Spring 2022 MCAS scores,unreadable / OCR damage,table note,"FY2021's equivalent has only grades 7 and 8 (no grade 6) and its column labels did not OCR, so the two years are not directly stackable without checking the FY2021 source page."
2022,FY2022,4129-fy-2022-annual-town-report.pdf,137,Monty Tech district committee membership,unreadable / OCR damage,table note,FY2021 prints the same committee at its p135 but in a badly OCR'd form.
2022,FY2022,4129-fy-2022-annual-town-report.pdf,140,Vital records report 2022,unreadable / OCR damage,table note,"The corresponding FY2021 page has no text layer and no OCR at all, so this is the only recoverable vitals figure across the two years."
2022,FY2022,4129-fy-2022-annual-town-report.pdf,28-32,"General fund appropriations - summary and classification of accounts, FY2022",unreadable / OCR damage,table note,Column-header text is broken across two lines and slightly garbled ('OTAL FUND / VAILABL').
2022,FY2022,4129-fy-2022-annual-town-report.pdf,28-32,"General fund appropriations - summary and classification of accounts, FY2022",unreadable / OCR damage,table note,"Individual amounts occasionally read '50.00' for '$0.00' or '5308,664.31' for '$308,664.31' - an OCR S/5-for-$ substitution that must be corrected."
2022,FY2022,4129-fy-2022-annual-town-report.pdf,41-42,"Trust funds held by Bartholomew & Company, FY2022",unreadable / OCR damage,table note,"Note also that FY2022's column header line reads 'FY 2027 ENDING MARKET VALUE' on p42 - an OCR misread of FY 2022, not a real column."
2022,FY2022,4129-fy-2022-annual-town-report.pdf,81,Nashoba Associated Boards of Health service counts,unreadable / OCR damage,table note,FY2021's equivalent counts exist but their labels did not OCR.
2022,FY2022,4129-fy-2022-annual-town-report.pdf,82,Communicable disease case counts and immunisation clinic figures,unreadable / OCR damage,table note,THIS IS THE ONE PLACE IN EITHER REPORT WITH A CLEAN COVID CASE COUNT - FY2021's equivalent line survives OCR only as a bare '1105'.
2023,FY2023,4131-fy-2023-annual-town-report.pdf,162-185,Town meeting article record with vote tallies,announced but absent,table note,TWO PROMISED TABLES ARE MISSING FROM THE TEXT: the revolving fund spending limits after Article 2 (p162 ends 'for the spending limits as follows:') and the FY24 Capital Plan project list after Article 6 (p163 ends 'as follows:') — the next page begins with the next article in both cases.
2023,FY2023,4131-fy-2023-annual-town-report.pdf,165-167,FY2024 voted operating budget by line number,announced but absent,table note,"The extracted table BEGINS mid-list at line 13/Reserve Fund — lines 1 to 12 (debt service, insurance, retirement, workers comp and similar) did not come through OCR and are effectively missing from the text layer."
2023,FY2023,4131-fy-2023-annual-town-report.pdf,190-197,Town and school employee gross wages,announced but absent,table note,The wages themselves are almost entirely absent from the extraction.
2023,FY2023,4131-fy-2023-annual-town-report.pdf,44,Capital project funds,continues elsewhere,table note,"The left column mixes an article number and a meeting date in one field ('14 5/15 ATM', '211/20 STM', '6 05/07/22 ATM') and is blank on continuation rows, so rows must be carried down."
2023,FY2023,4131-fy-2023-annual-town-report.pdf,,,note,surprise,"The revenue table is not called revenue. It is headed 'FY 2023 RECEIPTS - JUNE 2023' with a 'SUMMARY OF RECEIPTS' recap and a 'GRAND TOTAL' — on page 25, printed sideways, and the table of contents mislabels it 'FY 2022 Receipts' and puts it on the wrong page. That combination is almost certainly why earlier searches concluded this year has no revenue table."
2023,FY2023,4131-fy-2023-annual-town-report.pdf,,,note,surprise,"Pages 49-51 are pages 2, 3 and 4 of a nine-page trust fund schedule — the town printed three pages of a longer document into the annual report and the other six pages exist somewhere else entirely."
2023,FY2023,4131-fy-2023-annual-town-report.pdf,,,note,surprise,"Pages 190-197 are eight pages of every town and school employee's gross wages, and nothing on those pages says so; only the table of contents identifies them. The text layer has lost almost all of it."
2023,FY2023,4131-fy-2023-annual-town-report.pdf,,,note,surprise,"Two tables the warrant articles explicitly promise ('for the spending limits as follows:' after Article 2, and the FY24 Capital Plan 'as follows:' after Article 6) simply are not in the document — the page turns straight to the next article. The Capital Planning Committee report on p108 likewise describes a 12-item, $2,025,010 plan and then does not print it."
2023,FY2023,4131-fy-2023-annual-town-report.pdf,,,note,surprise,"The fire department's own call breakdown does not add up: 356 + 1193 + 366 + 18 = 1,933 against the 2,033 stated in the sentence above it."
2023,FY2023,4131-fy-2023-annual-town-report.pdf,,,note,surprise,"The 'Collection of Taxes' receivables schedule on pages 54-56 is headed JUNE 30, 2023 but carries a sub-heading reading 'FY2021 COLLECTION OF TAXES' on all three pages."
2023,FY2023,4131-fy-2023-annual-town-report.pdf,,,note,surprise,"The Board of Assessors report (p45-46) contains no valuation or tax rate table at all — just a narrative about 440 abatement applications against 14 the prior year, a 100% turnover of the board, and a delayed five-year revaluation. The only tax rate in the whole report is the single line 'FY'23 TAX RATE- $14.62' on the profile page."
2023,FY2023,4131-fy-2023-annual-town-report.pdf,,,note,surprise,"The report carries the regional dispatch district's full statistics for eight other communities (Berlin, Bolton, Boxborough, Devens, DoD, Harvard, Lancaster, Townsend), five years deep — data about other towns, inside Lunenburg's annual report."
2023,FY2023,4131-fy-2023-annual-town-report.pdf,,,note,surprise,"Monty Tech reports its FY23 grants as $2,963,607 in the figure block and $3,552,996 in the prose on the same page."
2023,FY2023,4131-fy-2023-annual-town-report.pdf,54-56,Receivables and collection of taxes summary,stale / copied forward,table note,"CAUTION: the OCR renders a sub-heading on all three pages as 'FY2021 COLLECTION OF TAXES' inside a table headed JUNE 30, 2023 — either a stale template label the town never updated or an OCR misread; check the PDF before quoting."
2023,FY2023,4131-fy-2023-annual-town-report.pdf,143,"Monty Tech financial report, three years",two figures differ,table note,"NOTE the internal contradiction: the bullet says FY23 grants of $2,963,607 while the narrative two paragraphs down says 'For fiscal year 2023, state and federal grant sources provided the school with $3,552,996'."
2023,FY2023,4131-fy-2023-annual-town-report.pdf,34-43,"Special revenue funds — grants, gifts and revolving funds",two figures differ,table note,"Some school grant rows are named only by a code and year: 'FY23 #240', 'FY23 #262' (twice, two different rows)."
2023,FY2023,4131-fy-2023-annual-town-report.pdf,6,Town profile fact block,two figures differ,table note,"Note the narrative two lines below says 'approximately 26.4 square miles', contradicting the 26.63 in the block."
2023,FY2023,4131-fy-2023-annual-town-report.pdf,"126-127, 130-131, 134, 138-139","School staff rosters, by building",unreadable / OCR damage,table note,"The Turkey Hill pages (130-131) are OCR and are badly garbled (names split across cells, 'BCBA' reads 'ВСвА' with Cyrillic characters)."
2023,FY2023,4131-fy-2023-annual-town-report.pdf,142,Monty Tech member towns,unreadable / OCR damage,table note,'Baire' is an OCR error for Barre.
2023,FY2023,4131-fy-2023-annual-town-report.pdf,165-167,FY2024 voted operating budget by line number,unreadable / OCR damage,table note,"Several line names are OCR-mangled: 'Neatoba Board of' (Nashoba), 'Nasheba Nursing', 'Funnelek Exe-Stal', 'T2A'."
2023,FY2023,4131-fy-2023-annual-town-report.pdf,186-187,Annual town election official tally,unreadable / OCR damage,table note,A few precinct cells are blank where OCR dropped a digit — the row totals still print.
2023,FY2023,4131-fy-2023-annual-town-report.pdf,190-197,Town and school employee gross wages,unreadable / OCR damage,table note,Anyone wanting this data must re-OCR the PDF pages with column geometry.
2023,FY2023,4131-fy-2023-annual-town-report.pdf,24,"Combined balance sheet, all funds",unreadable / OCR damage,table note,OCR only; the column header 'GENERAL FIND' is an OCR error for FUND.
2023,FY2023,4131-fy-2023-annual-town-report.pdf,24,"Combined balance sheet, all funds",unreadable / OCR damage,table note,"Digits are badly mangled ($ read as 5 or 8 throughout — '55,959,096.73' is really $5,959,096.73, '5388,547.76' is $388,547.76)."
2023,FY2023,4131-fy-2023-annual-town-report.pdf,25,General fund receipts detail (revenue by source),unreadable / OCR damage,table note,"The page is rotated, so OCR collapsed it into 7 lines where all labels are in one run and all amounts in another; label-to-amount pairing is destroyed."
