fy,page,order,post,kind,section,section_basis,stated_members,person,vacancies,term_expires,note,size_check
2021,14,166,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,,Barbara Reynolds,0,2023,,no check
2021,14,167,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,,OPEN SPACE COMMITTEE (ad hoc),0,,,no check
2021,14,168,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,,Paula Bertram-Planning Board,0,,,no check
2021,14,169,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,,Sarah Cammer-Member at Large,0,,,no check
2021,14,170,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,,Susanna Jewell-Parks Commission,0,,,no check
2021,14,171,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,,Brandon Kibbe- Member at Large,0,,,no check
2021,14,172,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,,Lynne Man-Member at Large,0,,,no check
2021,14,173,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,,Bob Pease-Conservation Commission,0,,,no check
2021,14,174,MONTACHUSETT REGIONAL VOCATIONAL TECHNICAL SCHOOL REPRESENTATIVE,board seat,appointed,,,Mike Toohill-Member at Large,0,,,no check
2021,14,175,PERSONNEL COMMITTEE,board seat,appointed,,5,Susan Andrews,0,2023,,check failed
2021,14,176,PERSONNEL COMMITTEE,board seat,appointed,,5,Erik Arnold,0,2023,,check failed
2021,14,177,PERSONNEL COMMITTEE,board seat,appointed,,5,Joanna Bilotta-Simeone,0,2023,,check failed
2021,14,178,PERSONNEL COMMITTEE,board seat,appointed,,5,Donna Fortune,0,2023,,check failed
2021,14,179,PERSONNEL COMMITTEE,board seat,appointed,,5,David MacDonald,0,2022,,check failed
2021,14,180,PERSONNEL COMMITTEE,board seat,appointed,,5,"Julie Belliveau- Town Employee, Non-voting Member",0,,,check failed
2021,14,181,POLICE CHIEF,officer,appointed,,,Thomas Gammel,0,,,no check
2021,14,182,POUND KEEPER,officer,appointed,,,Jean Larkin,0,,,no check
2021,14,183,PUBLIC ACCESS CABLE COMMITTEE,board seat,appointed,,5,Steve Archambault,0,2024,,checked
2021,14,184,PUBLIC ACCESS CABLE COMMITTEE,board seat,appointed,,5,Jeffrey Bajko,0,2023,,checked
2021,14,185,PUBLIC ACCESS CABLE COMMITTEE,board seat,appointed,,5,Faith Beall,0,2024,,checked
2021,14,186,PUBLIC ACCESS CABLE COMMITTEE,board seat,appointed,,5,Peter Lincoln,0,2024,,checked
2021,14,187,PUBLIC ACCESS CABLE COMMITTEE,board seat,appointed,,5,Steven Walker,0,2023,,checked
2021,15,188,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,,General Requests-Heather Lemieux- Supervisor,0,,,no check
2021,15,189,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,,Police Department-Lt. Jeffrey Thibodeau,0,,,no check
2021,15,190,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,,"Fire Dept.-Karen Weller, Admin. Asst./EMS Coordinator",0,,,no check
2021,15,191,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,,School Dept.-Supt. Dr. Kate Burnham,0,,,no check
2021,15,192,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,,RACES (Radio Amateur Civil Emergency Service),0,,,no check
2021,15,193,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,,Ralph Swick- Control Operator,0,,,no check
2021,15,194,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,,Brian L. LeBlanc- Asst. Radio Operator,0,,,no check
2021,15,195,PUBLIC RECORDS ACCESS OFFICERS,officer,appointed,,,"Jean Swick, Member",0,,,no check
2021,15,196,SENIOR CITIZEN PROPERTY TAX WORK-OFF PROGRAM & TAXATION AID COMMITTEE,officer,appointed,,,Laura Boussom-Member at Large,0,,,no check
2021,15,197,SENIOR CITIZEN PROPERTY TAX WORK-OFF PROGRAM & TAXATION AID COMMITTEE,officer,appointed,,,Sheila Craigen- Assessors' Principal Clerk,0,,,no check
2021,15,198,SENIOR CITIZEN PROPERTY TAX WORK-OFF PROGRAM & TAXATION AID COMMITTEE,officer,appointed,,,Julie Belliveau-Asst. Town Manager/HR Director,0,,,no check
2021,15,199,STORM WATER TASK FORCE,board seat,appointed,,3,Matthew Allison-Planning Board Representative,0,,,checked
2021,15,200,STORM WATER TASK FORCE,board seat,appointed,,3,John Rabbitt-Conservation Commission,0,,,checked
2021,15,201,STORM WATER TASK FORCE,board seat,appointed,,3,Todd Dwyer-Select Board Representative,0,,,checked
2021,15,202,TAX COLLECTOR/TREASURER/TAX CUSTODIAN,officer,appointed,,,Myleen Mallari,0,,,no check
2021,15,203,ASSISTANT TAX COLLECTOR/TREASURER,officer,appointed,,,Susan Murchie,0,,,no check
2021,15,204,ASSISTANT TOWN CLERK,officer,appointed,,,Ellen Griffin,0,,,no check
2021,16,205,TC PASSIOS BUILDING DESIGN COMMITTEE,board seat,appointed,,7,Matthew Allison-Planning Board,0,,,check failed
2021,16,206,TC PASSIOS BUILDING DESIGN COMMITTEE,board seat,appointed,,7,David Blatt-Citizen at Large,0,,,check failed
2021,16,207,TC PASSIOS BUILDING DESIGN COMMITTEE,board seat,appointed,,7,Jon Hogue-Citizen at Large,0,,,check failed
2021,16,208,TC PASSIOS BUILDING DESIGN COMMITTEE,board seat,appointed,,7,Michael-Ray Jeffreys-Select Board,0,,,check failed
2021,16,209,TC PASSIOS BUILDING DESIGN COMMITTEE,board seat,appointed,,7,Brian Lehtinen-School Committee,0,,,check failed
2021,16,210,TC PASSIOS BUILDING DESIGN COMMITTEE,board seat,appointed,,7,Kristina Masaitis-Citizen at Large,0,,,check failed
2021,16,211,TC PASSIOS BUILDING DESIGN COMMITTEE,board seat,appointed,,7,David Passios-Finance Committee,0,,,check failed
2021,16,212,TC PASSIOS BUILDING DESIGN COMMITTEE,board seat,appointed,,7,Greg Roy-Citizen at Large,0,,,check failed
2021,16,213,TOWN COUNSEL,officer,appointed,,,"Mead, Talerman & Costa, LLC",0,,,no check
2021,16,214,TOWN COUNSEL,officer,appointed,,,Mirick O'Connell,0,,,no check
2021,16,215,TOWN CLOCKWINDERS,officer,appointed,,,Tom Alonzo,0,,,no check
2021,16,216,TOWN CLOCKWINDERS,officer,appointed,,,Louis Franco,0,,,no check
2021,16,217,TOWN CLOCKWINDERS,officer,appointed,,,Michael Kidney,0,,,no check
2021,16,218,TOWN CLOCKWINDERS,officer,appointed,,,John Lynch,0,,,no check
2021,16,219,TOWN CLOCKWINDERS,officer,appointed,,,William Tyler,0,,,no check
2021,16,220,TOWN CLOCKWINDERS,officer,appointed,,,Chuck Venezia,0,,,no check
2021,16,221,TREE WARDEN,officer,appointed,,,Rob Oliva,0,,,no check
2021,16,222,VETERANS SERVICES AGENT,officer,appointed,,,T. J. Blauser,0,,,no check
2021,16,223,ZONING BOARD OF APPEALS,board seat,appointed,,5,James Besarkarski,0,2026,,checked
2021,16,224,ZONING BOARD OF APPEALS,board seat,appointed,,5,Patrick Callahan,0,2022,,checked
2021,16,225,ZONING BOARD OF APPEALS,board seat,appointed,,5,Alfred Gravelle,0,2025,,checked
2021,16,226,ZONING BOARD OF APPEALS,board seat,appointed,,5,Hans Wentrup,0,2026,,checked
2021,16,227,ZONING BOARD OF APPEALS,board seat,appointed,,5,David Blatt,0,2022,,checked
2021,16,228,ZBA ASSOCIATE MEMBER,board seat,appointed,,,Anthony Nicastro,0,2022,,no check
2022,6,1,TOTAL AREA- 26.63 MILES,officer,,,,residences.,0,,,no check
2022,6,2,TOTAL AREA- 26.63 MILES,officer,,,,sigh many la m and orchard hay of,0,,,no check
2022,6,3,TOTAL AREA- 26.63 MILES,officer,,,,integrity.,0,,,no check
2022,6,4,TOTAL AREA- 26.63 MILES,officer,,,,Visit our website at https://www.lunenburgma.gov,0,,,no check
2022,8,5,Board of Assessors,board seat,elected,,3,Christine Cosgrove Higdon,0,2023,,checked
2022,8,6,Board of Assessors,board seat,elected,,3,Richard H. Letarte,0,2024,,checked
2022,8,7,Board of Assessors,board seat,elected,,3,Kevin Fish,0,2025,,checked
2022,8,8,Board of Health,board seat,elected,,5,George Emond Jr.,0,2025,,checked
2022,8,9,Board of Health,board seat,elected,,5,Paul J. Fortin,0,2024,,checked
2022,8,10,Board of Health,board seat,elected,,5,Perry R. Jewell,0,2023,,checked
2022,8,11,Board of Health,board seat,elected,,5,Lisa Normandin,0,2024,,checked
2022,8,12,Board of Health,board seat,elected,,5,Evan Watters,0,2023,,checked
2022,8,13,Select Board,board seat,elected,,5,Thomas Alonzo,0,2025,,checked
2022,8,14,Select Board,board seat,elected,,5,Louis J. Franco,0,2024,,checked
2022,8,15,Select Board,board seat,elected,,5,Michael-Ray Jeffreys,0,2025,,checked
2022,8,16,Select Board,board seat,elected,,5,Todd Dwyer,0,2023,,checked
2022,8,17,Select Board,board seat,elected,,5,Heather Sroka,0,2023,,checked
2022,8,18,Cemetery Commission,board seat,elected,,3,David Dorren,0,2024,,checked
2022,8,19,Cemetery Commission,board seat,elected,,3,William Tyler,0,2023,,checked
2022,8,20,Cemetery Commission,board seat,elected,,3,Nancy Foss Yasko,0,2025,,checked
2022,8,21,Constable,board seat,elected,,,John E. Baker,0,2025,,no check
2022,8,22,Housing Authority,board seat,elected,,5,Catherine J. Clark,0,2026,,check failed
2022,8,23,Housing Authority,board seat,elected,,5,Linda M. McDonald,0,2024,,check failed
2022,8,24,Housing Authority,board seat,elected,,5,Dale Proulx,0,2025,,check failed
2022,8,25,Library Trustees,board seat,elected,,7,Laura Boussom,0,2024,,checked
2022,8,26,Library Trustees,board seat,elected,,7,Robert Conroy,0,2024,,checked
2022,8,27,Library Trustees,board seat,elected,,7,Harry Kubetz,0,2023,,checked
2022,8,28,Library Trustees,board seat,elected,,7,Richard N. Mailloux,0,2025,,checked
2022,8,29,Library Trustees,board seat,elected,,7,Kathleen McCarron,0,2023,,checked
2022,8,30,Library Trustees,board seat,elected,,7,Donna Saiia,0,2025,,checked
2022,8,31,Library Trustees,board seat,elected,,7,Maia Wentrup,0,2024,,checked
2022,8,32,Moderator,board seat,elected,,,Timothy W. Murphy,0,2024,,no check
2022,8,33,Parks Commission,board seat,elected,,5,Patrick Hakey,0,2025,,checked
2022,8,34,Parks Commission,board seat,elected,,5,Ana Lockwood,0,2025,,checked
2022,8,35,Parks Commission,board seat,elected,,5,Karin Menard,0,2023,,checked
2022,8,36,Parks Commission,board seat,elected,,5,David Passios,0,2023,,checked
2022,8,37,Parks Commission,board seat,elected,,5,Christopher Sullivan,0,2024,,checked
2022,9,38,Planning Board,board seat,elected,,5,Matthew Allison,0,2025,,checked
2022,9,39,Planning Board,board seat,elected,,5,Matt Brenner,0,2026,,checked
2022,9,40,Planning Board,board seat,elected,,5,Tanner Cole,0,2023,,checked
2022,9,41,Planning Board,board seat,elected,,5,Erik Torgersen,0,2024,,checked
2022,9,42,Planning Board,board seat,elected,,5,Amanda Reid,0,2027,,checked
2022,9,43,School Committee,board seat,elected,,5,Carol Archambault,0,2025,,check failed
2022,9,44,School Committee,board seat,elected,,5,Laura F. Kelly,0,2023,,check failed
2022,9,45,School Committee,board seat,elected,,5,Seamus Kelly,0,2024,,check failed
2022,9,46,School Committee,board seat,elected,,5,Brian Lehtinen,0,2025,,check failed
2022,9,47,School Committee,board seat,elected,,5,Anthony Nicastro (2021 appointee until next election),0,,,check failed
2022,9,48,School Committee,board seat,elected,,5,Sophie Shapiro-2023 (resigned 6/15/22),0,,,check failed
2022,9,49,Sewer Commission - 1/2,board seat,elected,,5,Michael Deveikis,0,2023,,checked
2022,9,50,Sewer Commission - 1/2,board seat,elected,,5,David V. MacDonald,0,2024,,checked
2022,9,51,Sewer Commission - 1/2,board seat,elected,,5,Mike Nault,0,2025,,checked
2022,9,52,Sewer Commission - 1/2,board seat,elected,,5,Brett Kamsden,0,2023,,checked
2022,9,53,Sewer Commission - 1/2,board seat,elected,,5,John Keynolds,0,2025,,checked
2022,9,54,Town Clerk,board seat,elected,,,Kathryn M. Herrick,0,2025,,no check
2022,9,55,Trust Fund Commission,board seat,elected,,3,Elaina Corcoran,0,2025,,checked
2022,9,56,Trust Fund Commission,board seat,elected,,3,Corrine C. Scouten,0,2023,,checked
2022,9,57,Trust Fund Commission,board seat,elected,,3,Nicole Waters,0,2024,,checked
2022,10,58,AGRICULTURAL COMMISSION,board seat,appointed,,5,Matthew Allison,0,2025,,check failed
2022,10,59,AGRICULTURAL COMMISSION,board seat,appointed,,5,Greg Burns,0,2025,,check failed
2022,10,60,AGRICULTURAL COMMISSION,board seat,appointed,,5,Maryrae Holman,0,2025,,check failed
2022,10,61,AGRICULTURAL COMMISSION,board seat,appointed,,5,Ryan Stober-2023 (resigned 5/19/22),0,,,check failed
2022,10,62,Associate Members—(2),board seat,appointed,,,Kira McClellan-Associate,0,2025,,no check
2022,10,63,Associate Members—(2),board seat,appointed,,,Stephanie Scofield—2023,0,,,no check
2022,10,64,ANIMAL CONTROL OFFICER,officer,appointed,,,Kathleen M. Comeau,0,,,no check
2022,10,65,ANIMAL CONTROL OFFICER,officer,appointed,,,Kathleen M. Comeau,0,,,no check
2022,10,66,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC),board seat,appointed,,5,Cullen Dwyer,0,2023,,check failed
2022,10,67,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC),board seat,appointed,,5,Richard McGrath,0,2024,,check failed
2022,10,68,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC),board seat,appointed,,5,Anthony Nicastro,0,2023,,check failed
2022,10,69,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC),board seat,appointed,,5,Anthony Sculimbrene,0,2025,,check failed
2022,10,70,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC),board seat,appointed,,5,William Lloyd,0,2025,,check failed
2022,10,71,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC),board seat,appointed,,5,Ruth Anderson,0,2024,,check failed
2022,10,72,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC),board seat,appointed,,5,Kathy Herrick- Town Clerk,0,,,check failed
2022,10,73,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC),board seat,appointed,,5,Karen Kemp,0,2026,,check failed
2022,10,74,ARCHITECTURAL PRESERVATION DISTRICT COMMISSION (APDC),board seat,appointed,,5,Shirley McBride,0,2025,,check failed
2022,10,75,BUILDING COMMISSIONER/ZONING ENFORCEMENT OFFICER,officer,appointed,,,Casey Burlingame,0,,,no check
2022,10,76,CAPITAL PLANNING COMMITTEE,board seat,appointed,,5,Tom Alonzo-Select Board,0,,,check failed
2022,10,77,CAPITAL PLANNING COMMITTEE,board seat,appointed,,5,Matthew Brenner-Planning Board,0,,,check failed
2022,10,78,CAPITAL PLANNING COMMITTEE,board seat,appointed,,5,Peter Beardmore-School Committee,0,,,check failed
2022,10,79,CAPITAL PLANNING COMMITTEE,board seat,appointed,,5,George Martin-Member at Large,0,,,check failed
2022,10,80,CAPITAL PLANNING COMMITTEE,board seat,appointed,,5,David Passios-Finance Committee,0,,,check failed
2022,10,81,CAPITAL PLANNING COMMITTEE,board seat,appointed,,5,"Heather Lemieux-Town Manager, ex officio",0,,,check failed
2022,11,82,CONSERVATION COMMISSION,board seat,appointed,,7,Patricia Adams,0,2024,,checked
2022,11,83,CONSERVATION COMMISSION,board seat,appointed,,7,Richard Bursch,0,2023,,checked
2022,11,84,CONSERVATION COMMISSION,board seat,appointed,,7,Catie Childs,0,2023,,checked
2022,11,85,CONSERVATION COMMISSION,board seat,appointed,,7,Mike Larouche,0,2024,,checked
2022,11,86,CONSERVATION COMMISSION,board seat,appointed,,7,Bob Pease,0,2025,,checked
2022,11,87,CONSERVATION COMMISSION,board seat,appointed,,7,Jeffrey Viviano,0,2025,,checked
2022,11,88,CONSERVATION COMMISSION,board seat,appointed,,7,Mary Wilson,0,2025,,checked
2022,11,89,COUNCIL ON AGING- - (11 members),board seat,appointed,,,Barbara Brown,0,2024,,no check
2022,11,90,COUNCIL ON AGING- - (11 members),board seat,appointed,,,Elizabeth (Betty) DiGiacomo,0,2024,,no check
2022,11,91,COUNCIL ON AGING- - (11 members),board seat,appointed,,,Jacqueline Dwyer,0,2023,,no check
2022,11,92,COUNCIL ON AGING- - (11 members),board seat,appointed,,,Deborah Lincoln,0,2024,,no check
2022,11,93,COUNCIL ON AGING- - (11 members),board seat,appointed,,,Peter Lincoln,0,2025,,no check
2022,11,94,COUNCIL ON AGING- - (11 members),board seat,appointed,,,James McGuigan,0,2025,,no check
2022,11,95,COUNCIL ON AGING- - (11 members),board seat,appointed,,,Cheryl Moisan,0,2023,,no check
2022,11,96,COUNCIL ON AGING- - (11 members),board seat,appointed,,,Diane Nowd,0,2023,,no check
2022,11,97,COUNCIL ON AGING- - (11 members),board seat,appointed,,,Jane Rabbitt,0,2025,,no check
2022,11,98,COUNCIL ON AGING- - (11 members),board seat,appointed,,,Susan O'Sullivan,0,2025,,no check
2022,11,99,COUNCIL ON AGING- - (11 members),board seat,appointed,,,Judith Tarbell,0,2025,,no check
2022,11,100,COUNCIL ON AGING DIRECTOR,officer,appointed,,,Susan Doherty,0,,,no check
2022,11,101,CULTURAL COUNCIL,board seat,appointed,,5-22,Diane Beaudoin,0,2025,,checked
2022,11,102,CULTURAL COUNCIL,board seat,appointed,,5-22,Daniel Burns,0,2024,,checked
2022,11,103,CULTURAL COUNCIL,board seat,appointed,,5-22,Judit Ernst,0,2025,,checked
2022,11,104,CULTURAL COUNCIL,board seat,appointed,,5-22,Nancy Heald,0,2025,,checked
2022,11,105,CULTURAL COUNCIL,board seat,appointed,,5-22,Karen Kemp,0,2024,,checked
2022,11,106,CULTURAL COUNCIL,board seat,appointed,,5-22,Kerry Ann Kimball-2023 (resigned 8/29/2022),0,,,checked
2022,11,107,CULTURAL COUNCIL,board seat,appointed,,5-22,Joan Pease,0,2025,,checked
2022,11,108,CULTURAL COUNCIL,board seat,appointed,,5-22,Donna Saiia,0,2024,,checked
2022,11,109,CULTURAL COUNCIL,board seat,appointed,,5-22,Kirsten Snape,0,2025,,checked
2022,11,110,CULTURAL COUNCIL,board seat,appointed,,5-22,Elise Wiley,0,2024,,checked
2022,12,111,DAM KEEPER,officer,appointed,,,Ronald Wilson,0,,,no check
2022,12,112,ASSISTANT DAM KEEPER,officer,appointed,,,Richard Patry,0,,,no check
2022,12,113,DPW DIRECTOR,officer,appointed,,,Rob Oliva (Resigned March 2022),0,,,no check
2022,12,114,DPW DIRECTOR,officer,appointed,,,"William Bernard (Appointed May 10, 2022)",0,,,no check
2022,12,115,ECONOMIC DEVELOPMENT COMMITTEE,board seat,appointed,,,Maryrae Holman-Agricultural Commission Cathy Clark-Member at Large,0,,,no check
2022,12,116,ECONOMIC DEVELOPMENT COMMITTEE,board seat,appointed,,,Jaclynn Nicoll-Member at Large (resigned March 2022),0,,,no check
2022,12,117,ECONOMIC DEVELOPMENT COMMITTEE,board seat,appointed,,,Joeci Gilchrest-Member at Large (March 2022),0,,,no check
2022,12,118,Ex Officio Members,officer,appointed,,,Jaclynn Nicoll-Business Owner (March 2022),0,,,no check
2022,12,119,ELECTION WORKERS,officer,appointed,,,Deputy Warden: Michael Gale (R),0,,,no check
2022,12,120,FIRE CHIEF/ EMERGENCY MANAGEMENTDIRECTOR/ FOREST WARDEN,officer,appointed,,,Patrick Sullivan,0,,,no check
2022,12,121,FIELD DRIVER,officer,appointed,,,Kathleen M. Comeau,0,,,no check
2022,12,122,GREEN COMMUNITIES COMMITTEE,officer,appointed,,,David Blatt,0,,term expires June 2024,no check
2022,12,123,GREEN COMMUNITIES COMMITTEE,officer,appointed,,,Chris Holden,0,,term expires June 2024,no check
2022,12,124,GREEN COMMUNITIES COMMITTEE,officer,appointed,,,Elizabeth Murphy,0,,term expires June 2023,no check
2022,12,125,GREEN COMMUNITIES COMMITTEE,officer,appointed,,,Dave Passios,0,,term expires June 2023,no check
2022,12,126,GREEN COMMUNITIES COMMITTEE,officer,appointed,,,,2,,2 Associate Member Vacancies-terms expire June 2024,no check
2022,12,127,HAZARDOUS WASTE COORDINATOR,officer,appointed,,,Heather Lemieux,0,,,no check
2022,12,128,HEARINGS OFFICER,officer,appointed,,,Heather Lemieux,0,,,no check
2022,12,129,HISTORICAL COMMISSION,board seat,appointed,,3-7,Kevin Boussom-2023 C. William Lakso-2023 Megan Lordan,0,2024,,check failed
2022,12,130,HISTORICAL COMMISSION,board seat,appointed,,3-7,Richard McGrath-2024 Jennifer Sanderson,0,2023,,check failed
2022,13,131,INSPECTOR OF PLUMBING/GAS,officer,appointed,,,Gary Williams,0,,,no check
2022,13,132,ASST. INSPECTOR OF PLUMBING/GAS,officer,appointed,,,Richard Kapenas,0,,,no check
2022,13,133,INSPECTOR OF WEIGHTS & MEASURES,officer,appointed,,,Stephen E. Cullinane,0,,,no check
2022,13,134,INSPECTOR OF WIRING,officer,appointed,,,John Biery,0,,,no check
2022,13,135,ASST. INSPECTOR OF WIRING,officer,appointed,,,David Stone,0,,,no check
2022,13,136,LOCAL CENSUS LIAISON,officer,appointed,,,"Kathyrn M. Herrick, Town Clerk",0,,,no check
2022,13,137,LUNENBURG MUNICIPAL BUILDING DESIGN COMMITTEE (eff. 1/4/2022),officer,appointed,,,(Formerly TC Passios Building Design Committee),0,,,no check
