key,label,fy,stage,variant,value,documents_disagree,source
athletic coaches,Athletic Coaches,2025,proposed,,0,0,fy26-school-dept-approved-budget-3-12-25.txt
athletic coaches,Athletic Coaches,2025,restated,,155614,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
athletic coaches,Athletic Coaches,2026,proposed,,159444,0,fy26-school-dept-approved-budget-3-12-25.txt
athletic coaches,Athletic Coaches,2026,settled,,159444,0,final-budget-document.txt
athletic coaches,Athletic Coaches,2027,proposed,,159444,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
athletic coaches,Athletic Coaches,2027,proposed,Balanced,87331,0,final-budget-document.txt
athletic coaches,Athletic Coaches,2027,proposed,Core Budget,159444,0,final-budget-document.txt
athletic coaches,Athletic Coaches,2027,proposed,Level Service,159444,0,fy27-budget-projections-as-of-3-23-26.txt
athletic coaches,Athletic Coaches,2027,proposed,Restoration,159444,0,final-budget-document.txt
athletic coaches ad,Athletic Coaches/AD,2017,proposed,,131340,0,fy18-personnel-supt-recommended-budget-revised-6-6-17.txt
athletic coaches ad,Athletic Coaches/AD,2018,proposed,,163146,0,fy18-personnel-supt-recommended-budget-revised-6-6-17.txt
athletic director,Athletic Director,2014,restated,,0,0,fy19-supt-proposed-personnel-budget.txt
athletic director,Athletic Director,2015,restated,,0,0,budget-hearing-fy20-proposed-lps-budget.txt
athletic director,Athletic Director,2016,restated,,0,0,budget-hearing-fy20-proposed-lps-budget.txt
athletic director,Athletic Director,2017,restated,,0,0,fy21-approved-school-budget-6-13-20.txt
athletic director,Athletic Director,2018,restated,,51275,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
athletic director,Athletic Director,2018,settled,,48000,0,fy19-supt-proposed-personnel-budget.txt
athletic director,Athletic Director,2019,proposed,,49440,0,fy19-supt-proposed-personnel-budget.txt
athletic director,Athletic Director,2019,restated,,78462,0,fy23-approved-budget.txt
athletic director,Athletic Director,2019,settled,,78462,0,budget-hearing-fy20-proposed-lps-budget.txt
athletic director,Athletic Director,2020,proposed,,82350,0,budget-hearing-fy20-proposed-lps-budget.txt
athletic director,Athletic Director,2020,restated,,90000,0,fy24-approved-budget.txt
athletic director,Athletic Director,2020,settled,,90000,0,fy21-approved-school-budget-6-13-20.txt
athletic director,Athletic Director,2021,proposed,,91800,0,fy21-approved-school-budget-6-13-20.txt
athletic director,Athletic Director,2021,restated,,91800,0,fy24-approved-budget.txt
athletic director,Athletic Director,2021,settled,,91800,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
athletic director,Athletic Director,2022,proposed,,93700,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
athletic director,Athletic Director,2022,restated,,103752,0,fy24-approved-budget.txt
athletic director,Athletic Director,2022,settled,,93700,0,fy23-approved-budget.txt
athletic director,Athletic Director,2023,proposed,,93700,0,fy23-approved-budget.txt
athletic director,Athletic Director,2023,restated,,85977,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
athletic director,Athletic Director,2023,settled,,93700,0,fy24-approved-budget.txt
athletic director,Athletic Director,2024,proposed,,90200,0,final-fy25-budget-4-3-24.txt
athletic director,Athletic Director,2024,restated,,90200,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
athletic director,Athletic Director,2025,proposed,,92455,0,fy26-school-dept-approved-budget-3-12-25.txt
athletic director,Athletic Director,2025,restated,,96044,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
athletic director,Athletic Director,2026,proposed,,74406,0,fy26-school-dept-approved-budget-3-12-25.txt
athletic director,Athletic Director,2026,settled,,74406,0,final-budget-document.txt
athletic director,Athletic Director,2027,proposed,,47500,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
athletic director,Athletic Director,2027,proposed,Balanced,20000,0,final-budget-document.txt
athletic director,Athletic Director,2027,proposed,Core Budget,20000,0,final-budget-document.txt
athletic director,Athletic Director,2027,proposed,Level Service,20000,0,fy27-budget-projections-as-of-3-23-26.txt
athletic director,Athletic Director,2027,proposed,Restoration,20000,0,final-budget-document.txt
athletic dues fees,Athletic Dues & Fees,2014,restated,,9519,0,fy19-supt-proposed-expense-budget.txt
athletic dues fees,Athletic Dues & Fees,2015,restated,,9759,0,budget-hearing-fy20-proposed-lps-budget.txt
athletic dues fees,Athletic Dues & Fees,2016,restated,,9751,0,budget-hearing-fy20-proposed-lps-budget.txt
athletic dues fees,Athletic Dues & Fees,2017,proposed,,10900,0,fy18-non-personnel-supt-recommended-budget-revised-6-6-17.txt
athletic dues fees,Athletic Dues & Fees,2017,restated,,10782,0,fy21-approved-school-budget-6-13-20.txt
athletic dues fees,Athletic Dues & Fees,2018,proposed,,12499,0,fy18-non-personnel-supt-recommended-budget-revised-6-6-17.txt
athletic dues fees,Athletic Dues & Fees,2018,restated,,11170,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
athletic dues fees,Athletic Dues & Fees,2018,settled,,12499,0,fy19-supt-proposed-expense-budget.txt
athletic dues fees,Athletic Dues & Fees,2019,proposed,,12529,0,fy19-supt-proposed-expense-budget.txt
athletic dues fees,Athletic Dues & Fees,2019,restated,,11583,0,fy23-superintendent-recommended-budget.txt
athletic dues fees,Athletic Dues & Fees,2019,settled,,12529,0,budget-hearing-fy20-proposed-lps-budget.txt
athletic dues fees,Athletic Dues & Fees,2020,proposed,,28694,0,budget-hearing-fy20-proposed-lps-budget.txt
athletic dues fees,Athletic Dues & Fees,2020,restated,,22290,0,fy24-approved-budget.txt
athletic dues fees,Athletic Dues & Fees,2020,settled,,28694,0,fy21-approved-school-budget-6-13-20.txt
athletic dues fees,Athletic Dues & Fees,2021,proposed,,20623,0,fy21-approved-school-budget-6-13-20.txt
athletic dues fees,Athletic Dues & Fees,2021,restated,,20623,0,fy24-approved-budget.txt
athletic dues fees,Athletic Dues & Fees,2021,settled,,20623,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
athletic dues fees,Athletic Dues & Fees,2022,proposed,,19504,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
athletic dues fees,Athletic Dues & Fees,2022,restated,,20789,0,fy24-approved-budget.txt
athletic dues fees,Athletic Dues & Fees,2022,settled,,19504,0,fy23-superintendent-recommended-budget.txt
athletic dues fees,Athletic Dues & Fees,2023,proposed,,20000,0,fy23-superintendent-recommended-budget.txt
athletic dues fees,Athletic Dues & Fees,2023,restated,,22251,0,fy27-budget-projections-as-of-3-16-26-with-restorations.txt
athletic dues fees,Athletic Dues & Fees,2023,settled,,20000,0,fy24-approved-budget.txt
athletic dues fees,Athletic Dues & Fees,2024,proposed,,20000,0,final-fy25-budget-4-3-24.txt
athletic dues fees,Athletic Dues & Fees,2024,restated,,18486,0,fy27-budget-projections-as-of-3-16-26-with-restorations.txt
athletic dues fees,Athletic Dues & Fees,2025,proposed,,20000,0,fy26-school-dept-approved-budget-3-12-25.txt
athletic dues fees,Athletic Dues & Fees,2025,restated,,31995,0,fy27-budget-projections-as-of-3-16-26-with-restorations.txt
athletic dues fees,Athletic Dues & Fees,2025,settled,,20000,0,fy27-budget-projections-as-of-3-16-26-with-restorations.txt
athletic dues fees,Athletic Dues & Fees,2026,proposed,,20000,0,fy26-school-dept-approved-budget-3-12-25.txt
athletic dues fees,Athletic Dues & Fees,2026,settled,,20000,0,final-budget-document.txt
athletic dues fees,Athletic Dues & Fees,2027,proposed,,20000,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
athletic dues fees,Athletic Dues & Fees,2027,proposed,Balanced,20000,0,final-budget-document.txt
athletic dues fees,Athletic Dues & Fees,2027,proposed,Core Budget,20000,0,final-budget-document.txt
athletic dues fees,Athletic Dues & Fees,2027,proposed,Level Service,20000,0,fy27-budget-projections-as-of-3-23-26.txt
athletic dues fees,Athletic Dues & Fees,2027,proposed,Restoration,20000,0,final-budget-document.txt
athletic equipment reconditioning,Athletic Equipment/Reconditioning,2015,restated,,4361,0,budget-hearing-fy20-proposed-lps-budget.txt
athletic equipment reconditioning,Athletic Equipment/Reconditioning,2016,restated,,5265,0,budget-hearing-fy20-proposed-lps-budget.txt
athletic equipment reconditioning,Athletic Equipment/Reconditioning,2017,restated,,157,0,fy21-approved-school-budget-6-13-20.txt
athletic equipment reconditioning,Athletic Equipment/Reconditioning,2018,restated,,3364,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
athletic equipment reconditioning,Athletic Equipment/Reconditioning,2019,proposed,,4500,0,fy19-school-dept-budget-approved-6-20-18.txt
athletic equipment reconditioning,Athletic Equipment/Reconditioning,2019,restated,,4320,0,fy23-superintendent-recommended-budget.txt
athletic equipment reconditioning,Athletic Equipment/Reconditioning,2019,settled,,4500,0,budget-hearing-fy20-proposed-lps-budget.txt
athletic equipment reconditioning,Athletic Equipment/Reconditioning,2020,proposed,,10000,0,budget-hearing-fy20-proposed-lps-budget.txt
athletic equipment reconditioning,Athletic Equipment/Reconditioning,2020,restated,,5898,0,fy24-approved-budget.txt
athletic equipment reconditioning,Athletic Equipment/Reconditioning,2020,settled,,10000,0,fy21-approved-school-budget-6-13-20.txt
athletic equipment reconditioning,Athletic Equipment/Reconditioning,2021,proposed,,10000,0,fy21-approved-school-budget-6-13-20.txt
athletic equipment reconditioning,Athletic Equipment/Reconditioning,2021,restated,,10000,0,fy24-approved-budget.txt
athletic equipment reconditioning,Athletic Equipment/Reconditioning,2021,settled,,10000,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
athletic equipment reconditioning,Athletic Equipment/Reconditioning,2022,proposed,,10000,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
athletic equipment reconditioning,Athletic Equipment/Reconditioning,2022,restated,,4897,0,fy24-approved-budget.txt
athletic equipment reconditioning,Athletic Equipment/Reconditioning,2022,settled,,10000,0,fy23-superintendent-recommended-budget.txt
athletic equipment reconditioning,Athletic Equipment/Reconditioning,2023,proposed,,10000,0,fy23-superintendent-recommended-budget.txt
athletic equipment reconditioning,Athletic Equipment/Reconditioning,2023,restated,,1932,0,fy27-budget-projections-as-of-3-16-26-with-restorations.txt
athletic equipment reconditioning,Athletic Equipment/Reconditioning,2023,settled,,10000,0,fy24-approved-budget.txt
athletic equipment reconditioning,Athletic Equipment/Reconditioning,2024,proposed,,10000,0,final-fy25-budget-4-3-24.txt
athletic equipment reconditioning,Athletic Equipment/Reconditioning,2024,restated,,7602,0,fy27-budget-projections-as-of-3-16-26-with-restorations.txt
athletic equipment reconditioning,Athletic Equipment/Reconditioning,2025,proposed,,10000,0,fy26-school-dept-approved-budget-3-12-25.txt
athletic equipment reconditioning,Athletic Equipment/Reconditioning,2025,restated,,7190,0,fy27-budget-projections-as-of-3-16-26-with-restorations.txt
athletic equipment reconditioning,Athletic Equipment/Reconditioning,2025,settled,,10000,0,fy27-budget-projections-as-of-3-16-26-with-restorations.txt
athletic equipment reconditioning,Athletic Equipment/Reconditioning,2026,proposed,,10000,0,fy26-school-dept-approved-budget-3-12-25.txt
athletic equipment reconditioning,Athletic Equipment/Reconditioning,2026,settled,,10000,0,final-budget-document.txt
athletic equipment reconditioning,Athletic Equipment/Reconditioning,2027,proposed,,10000,0,fy27-budget-projections-as-of-2-24-26-with-restorations.txt
athletic equipment reconditioning,Athletic Equipment/Reconditioning,2027,proposed,Balanced,10000,0,final-budget-document.txt
athletic equipment reconditioning,Athletic Equipment/Reconditioning,2027,proposed,Core Budget,10000,0,final-budget-document.txt
athletic equipment reconditioning,Athletic Equipment/Reconditioning,2027,proposed,Level Service,10000,0,fy27-budget-projections-as-of-3-23-26.txt
athletic equipment reconditioning,Athletic Equipment/Reconditioning,2027,proposed,Restoration,10000,0,final-budget-document.txt
athletic equipment reconditng,Athletic Equipment/Reconditng,2014,restated,,3065,0,fy19-supt-proposed-expense-budget.txt
athletic equipment reconditng,Athletic Equipment/Reconditng,2015,restated,,4361,0,fy19-supt-proposed-expense-budget.txt
athletic equipment reconditng,Athletic Equipment/Reconditng,2016,restated,,5265,0,fy19-supt-proposed-expense-budget.txt
athletic equipment reconditng,Athletic Equipment/Reconditng,2017,proposed,,4500,0,fy18-non-personnel-supt-recommended-budget-revised-6-6-17.txt
athletic equipment reconditng,Athletic Equipment/Reconditng,2017,restated,,157,0,fy19-supt-proposed-expense-budget.txt
athletic equipment reconditng,Athletic Equipment/Reconditng,2018,proposed,,4500,0,fy18-non-personnel-supt-recommended-budget-revised-6-6-17.txt
athletic equipment reconditng,Athletic Equipment/Reconditng,2018,settled,,4500,0,fy19-supt-proposed-expense-budget.txt
athletic equipment reconditng,Athletic Equipment/Reconditng,2019,proposed,,4500,0,fy19-supt-proposed-expense-budget.txt
athletic expenses supplies,Athletic Expenses/Supplies (658),2014,restated,,31894,0,fy19-proposed-athletics-budget.txt
athletic expenses supplies,Athletic Expenses/Supplies,2015,restated,,0,1,budget-hearing-fy20-proposed-lps-budget.txt
athletic expenses supplies,Athletic Expenses/Supplies,2016,restated,,0,1,budget-hearing-fy20-proposed-lps-budget.txt
athletic expenses supplies,Athletic Expenses/Supplies,2017,restated,,0,1,fy21-approved-school-budget-6-13-20.txt
athletic expenses supplies,Athletic Expenses/Supplies,2018,restated,,0,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
athletic expenses supplies,Athletic Expenses/Supplies (658),2018,settled,,27114,0,fy19-proposed-athletics-budget.txt
athletic expenses supplies,Athletic Expenses/Supplies (658),2019,proposed,,28309,0,fy19-proposed-athletics-budget.txt
athletic expenses supplies,Athletic Expenses/Supplies,2019,restated,,646,0,fy23-superintendent-recommended-budget.txt
athletic expenses supplies,Athletic Expenses/Supplies,2019,settled,,0,0,budget-hearing-fy20-proposed-lps-budget.txt
athletic expenses supplies,Athletic Expenses/Supplies,2020,proposed,,18498,0,budget-hearing-fy20-proposed-lps-budget.txt
athletic expenses supplies,Athletic Expenses/Supplies,2020,restated,,11243,0,fy24-approved-budget.txt
athletic expenses supplies,Athletic Expenses/Supplies,2020,settled,,18498,0,fy21-approved-school-budget-6-13-20.txt
athletic expenses supplies,Athletic Expenses/Supplies,2021,proposed,,0,0,fy21-approved-school-budget-6-13-20.txt
athletic expenses supplies,Athletic Expenses/Supplies,2021,restated,,0,0,fy24-approved-budget.txt
athletic expenses supplies,Athletic Expenses/Supplies,2021,settled,,0,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
athletic expenses supplies,Athletic Expenses/Supplies,2022,proposed,,0,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
athletic expenses supplies,Athletic Expenses/Supplies,2022,restated,,834,0,fy24-approved-budget.txt
athletic expenses supplies,Athletic Expenses/Supplies,2022,settled,,0,0,fy23-superintendent-recommended-budget.txt
athletic expenses supplies,Athletic Expenses/Supplies,2023,proposed,,0,0,fy23-superintendent-recommended-budget.txt
athletic expenses supplies,Athletic Expenses/Supplies,2023,settled,,0,0,fy24-approved-budget.txt
athletic expenses supplies,Athletic Expenses/Supplies,2024,proposed,,0,0,final-fy25-budget-4-3-24.txt
athletic expenses supplies,Athletic Expenses/Supplies,2025,proposed,,0,0,fy26-school-dept-approved-budget-3-12-25.txt
athletic expenses supplies,Athletic Expenses/Supplies,2026,proposed,,0,0,fy26-school-dept-approved-budget-3-12-25.txt
athletic insurance,Athletic Insurance,2014,restated,,5990,0,fy19-supt-proposed-expense-budget.txt
athletic insurance,Athletic Insurance,2015,restated,,5990,0,budget-hearing-fy20-proposed-lps-budget.txt
athletic insurance,Athletic Insurance,2016,restated,,5990,0,budget-hearing-fy20-proposed-lps-budget.txt
athletic insurance,Athletic Insurance,2017,proposed,,5990,0,fy18-non-personnel-supt-recommended-budget-revised-6-6-17.txt
athletic insurance,Athletic Insurance,2017,restated,,5990,0,fy21-approved-school-budget-6-13-20.txt
athletic insurance,Athletic Insurance,2018,proposed,,5990,0,fy18-non-personnel-supt-recommended-budget-revised-6-6-17.txt
athletic insurance,Athletic Insurance,2018,restated,,5990,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
athletic insurance,Athletic Insurance,2018,settled,,5990,0,fy19-supt-proposed-expense-budget.txt
athletic insurance,Athletic Insurance,2019,proposed,,5990,0,fy19-supt-proposed-expense-budget.txt
athletic insurance,Athletic Insurance,2019,restated,,5990,0,fy23-superintendent-recommended-budget.txt
athletic insurance,Athletic Insurance,2019,settled,,5990,0,budget-hearing-fy20-proposed-lps-budget.txt
athletic insurance,Athletic Insurance,2020,proposed,,5990,0,budget-hearing-fy20-proposed-lps-budget.txt
athletic insurance,Athletic Insurance,2020,restated,,5990,0,fy24-approved-budget.txt
athletic insurance,Athletic Insurance,2020,settled,,5990,0,fy21-approved-school-budget-6-13-20.txt
athletic insurance,Athletic Insurance,2021,proposed,,5990,0,fy21-approved-school-budget-6-13-20.txt
athletic insurance,Athletic Insurance,2021,restated,,5990,0,fy24-approved-budget.txt
athletic insurance,Athletic Insurance,2021,settled,,5990,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
athletic insurance,Athletic Insurance,2022,proposed,,5990,0,budget-hearing-fy22-superintendent-39-s-recommended-budget.txt
athletic insurance,Athletic Insurance,2022,restated,,8980,0,fy24-approved-budget.txt
athletic insurance,Athletic Insurance,2022,settled,,5990,0,fy23-superintendent-recommended-budget.txt
athletic insurance,Athletic Insurance,2023,proposed,,8000,0,fy23-superintendent-recommended-budget.txt
athletic insurance,Athletic Insurance,2023,restated,,8980,0,fy27-budget-projections-as-of-3-16-26-with-restorations.txt
athletic insurance,Athletic Insurance,2023,settled,,8000,0,fy24-approved-budget.txt
athletic insurance,Athletic Insurance,2024,proposed,,9000,0,final-fy25-budget-4-3-24.txt
athletic insurance,Athletic Insurance,2024,restated,,8980,0,fy27-budget-projections-as-of-3-16-26-with-restorations.txt
athletic insurance,Athletic Insurance,2025,proposed,,9000,0,fy26-school-dept-approved-budget-3-12-25.txt
athletic insurance,Athletic Insurance,2025,restated,,8980,0,fy27-budget-projections-as-of-3-16-26-with-restorations.txt
