fy,lea_number,municipality,equalized_valuation,property_local_effort,income,income_local_effort,combined_effort_yield,town_foundation_enrollment,town_foundation_budget,target_local_contribution,municipal_revenue_growth_factor,preliminary_contribution,excess_effort,effort_reduction,shortfall,dollar_increment,acceleration,required_local_contribution,doc_id
2024,339,Wilbraham,2108258500,7450640.774367339,742760000,11387250.779811272,18837892,2235.9702865200798,28742205.408949632,18837892,0.04190000000000001,18058205,0,0,779687,173320,,18231525,sources/state-dese/dese-ch70-key-factors.xlsx
2024,34,Bolton,1307897000,4622142.264277706,480253000,7362756.94538842,11984899,1043.6155315198098,13325622.963504314,10993639,0.0398,10483592,0,0,510047,100823,,10584415,sources/state-dese/dese-ch70-key-factors.xlsx
2024,340,Williamsburg,371024900,1311211.71727545,75193020,1152783.9081686742,2463996,268.1968911918,3642363.982436427,2463996,0.0353,2274821,0,0,189175,21973,,2296794,sources/state-dese/dese-ch70-key-factors.xlsx
2024,341,Williamstown,1144212500,4043676.9528218615,294632000,4517002.089177331,8560679,739.02425875776,9874519.16192191,8146478,0.0481,7045605,0,0,1100873,134445,,7180050,sources/state-dese/dese-ch70-key-factors.xlsx
2024,342,Wilmington,5921026600,20925063.132473372,1232656000,18897844.522105448,39822908,3145.99999999865,42209693.32701459,34822997,0.0486,33048135,0,0,1774862,315164,,33363299,sources/state-dese/dese-ch70-key-factors.xlsx
2024,343,Winchendon,983994000,3477460.576173565,277647000,4256605.117753056,7734066,1425.1449077274501,22267067.140482467,7734066,0.0375,6715560,0,0,1018506,64728,,6780288,sources/state-dese/dese-ch70-key-factors.xlsx
2024,344,Winchester,9544700800,33731222.6938094,3102224000,47560184.53221665,81291407,4358.9999999979,54159992.42405694,44681994,0.04190000000000001,44218911,0,0,463083,0,,44218911,sources/state-dese/dese-ch70-key-factors.xlsx
2024,345,Windsor,139980600,494695.1078249677,26469000,405796.1399251771,900491,66.96171317412,966451.3803626627,797322,0.048,697774,0,0,99548,13316,,711090,sources/state-dese/dese-ch70-key-factors.xlsx
2024,346,Winthrop,3178797900,11233955.061589113,788650000,12090790.198042652,23324745,2018.0000000001,30121745.3710992,23324745,0.0317,19520164,0,0,3804581,378408,,19898572,sources/state-dese/dese-ch70-key-factors.xlsx
2024,347,Woburn,10155637600,35890289.35126222,2023602000,31023834.687554054,66914124,4508.99999999638,68275251.9829832,56327083,0.0658,53595685,0,0,2731398,502868,,54098553,sources/state-dese/dese-ch70-key-factors.xlsx
2024,348,Worcester,18737985800,66220532.74349242,5003741000,76712334.54174112,142932867,26552,477974878.60999995,142932867,0.0435,119289804,0,0,23643063,1143170,,120432974,sources/state-dese/dese-ch70-key-factors.xlsx
2024,349,Worthington,198652000,702041.3725876692,39991000,613101.8713116384,1315143,120,1568790.0099999995,1294252,0.0547,1083282,0,0,210970,20542,,1103824,sources/state-dese/dese-ch70-key-factors.xlsx
2024,35,Boston,226367656500,799989228.7956527,40465641000,620378590.7060329,1420367820,57738,1095713386.0691998,903963544,0.0644,880485066,0,0,23478478,0,,880485066,sources/state-dese/dese-ch70-key-factors.xlsx
2024,350,Wrentham,2814471000,9946414.25179807,774731000,11877398.06114218,21823812,1754.39451476314,22736038.922799893,18757232,0.0455,17558457,0,0,1198775,167943,,17726400,sources/state-dese/dese-ch70-key-factors.xlsx
2024,351,Yarmouth,7825616900,27655935.152030993,936438000,14356527.472864596,42012463,2373.68535943801,37807760.896145575,31191403,0.0396,27433696,0,0,3757707,527774,,27961470,sources/state-dese/dese-ch70-key-factors.xlsx
2024,36,Bourne,5710427600,20180800.74888,903301000,13848504.249898085,34029305,1870.9733840268,26898266.728327285,22191070,0.0371,21456086,0,0,734984,206885,,21662971,sources/state-dese/dese-ch70-key-factors.xlsx
2024,37,Boxborough,1364276100,4821387.48078324,399275000,6121283.530493222,10942671,865.811653938,11138808.209370222,9189517,0.0359,8428023,0,0,761494,81359,,8509382,sources/state-dese/dese-ch70-key-factors.xlsx
2024,38,Boxford,2248921600,7947747.855073481,935067000,14335508.676996319,22283257,1348.75108628158,16773259.040908668,13837939,0.0359,13087770,0,0,750169,126342,,13214112,sources/state-dese/dese-ch70-key-factors.xlsx
2024,39,Boylston,1023674500,3617692.5027837423,320159000,4908356.430628463,8526049,635.3287128724801,8013106.94252968,6610813,0.0621,6640540,29727,29727,0,0,,6610813,sources/state-dese/dese-ch70-key-factors.xlsx
2024,4,Adams,593584400,2097742.8212282187,204832000,3140278.6253033313,5238021,995.0834752948799,15939392.67149481,5238021,0.0296,4794158,0,0,443863,46563,,4840721,sources/state-dese/dese-ch70-key-factors.xlsx
2024,40,Braintree,8924863200,31540700.37595986,1882512000,28860784.42566115,60401485,5423.00000000047,76400088.06419124,60401485,0.0418,53607759,0,0,6793726,1029137,,54636896,sources/state-dese/dese-ch70-key-factors.xlsx
2024,41,Brewster,4941374200,17462945.884447657,475689000,7292786.2784717055,24755732,1043.15892054301,15105816.913968062,12462299,0.044,11449677,0,0,1012622,109671,,11559348,sources/state-dese/dese-ch70-key-factors.xlsx
2024,42,Bridgewater,3904478200,13798528.25426692,1038010000,15913727.424675398,29712256,3583.63119358874,47926998.5474775,29712256,0.056600000000000004,27402525,0,0,2309731,259346,,27661871,sources/state-dese/dese-ch70-key-factors.xlsx
2024,43,Brimfield,523323600,1849439.3132287636,150946000,2314152.5610013898,4163592,503.99999999976,7118101.1372979805,4163592,0.0326,3841822,0,0,321770,37205,,3879027,sources/state-dese/dese-ch70-key-factors.xlsx
2024,44,Brockton,10593077300,37436212.71177376,2544461000,39009122.06695213,76445335,17623.29447853524,316988351.47476345,76445335,0.036,57959659,0,0,18485676,559456,,58519115,sources/state-dese/dese-ch70-key-factors.xlsx
2024,45,Brookfield,370083900,1307886.198621699,109563000,1679709.9429000786,2987596,442.999999996,6547189.654966342,2987596,0.044,2659716,0,0,327880,25476,,2685192,sources/state-dese/dese-ch70-key-factors.xlsx
2024,46,Brookline,29895594800,105651815.2735275,5733167000,87895161.81746224,193546977,6913,89394640.06326,73750578,0.042199999999999994,70741546,0,0,3009032,678771,,73750578,sources/state-dese/dese-ch70-key-factors.xlsx
2024,47,Buckland,270428900,955702.8177082211,45752968.5,701438.5888177952,1657141,195.4926829265,2933483.242259463,1657141,0.0319,1499249,0,0,157892,14529,,1513778,sources/state-dese/dese-ch70-key-factors.xlsx
2024,48,Burlington,9008541100,31836420.266880933,1535659000,23543182.3809497,55379603,3551.9999999978,48572063.7714223,40071953,0.0414,38420953,0,0,1651000,368936,,38789889,sources/state-dese/dese-ch70-key-factors.xlsx
2024,49,Cambridge,70337058800,248573008.59659907,8671847000,132948053.89783245,381521062,7030,112732473.50964999,93004291,0.0556,92256739,0,0,747552,0,,93004291,sources/state-dese/dese-ch70-key-factors.xlsx
2024,5,Agawam,3580768800,12654530.753635006,973719000,14928082.344319904,27582613,3421,50397491.3,27582613,0.025,25127893,0,0,2454720,245150,,25373043,sources/state-dese/dese-ch70-key-factors.xlsx
2024,50,Canton,6376735000,22535548.557416137,1577502000,24184677.257329207,46720226,3351.00000000134,45332860.24559207,37399610,0.042199999999999994,35926632,0,0,1472978,344719,,36271351,sources/state-dese/dese-ch70-key-factors.xlsx
2024,51,Carlisle,1841728700,6508717.478213678,1187097000,18199379.66363512,24708097,885.2083662246,10979567.348636411,9058143,0.0375,8521122,0,0,537021,82131,,9058143,sources/state-dese/dese-ch70-key-factors.xlsx
2024,52,Carver,1736816700,6137955.721569308,427548000,6554736.787665934,12692693,1625.00000000184,23032111.028138038,12692693,0.0499,11598614,0,0,1094079,110474,,11709088,sources/state-dese/dese-ch70-key-factors.xlsx
2024,53,Charlemont,155406800,549211.7027840514,31481000,482635.09316500433,1031847,129.27518666025,1907915.699266643,1031847,0.0414,959891,0,0,71956,9217,,969108,sources/state-dese/dese-ch70-key-factors.xlsx
2024,54,Charlton,2225215400,7863969.523182346,577568000,8854692.84613339,16718662,1968.39017692739,28289494.54515724,16718662,0.0674,14860516,0,0,1858146,139222,,14999738,sources/state-dese/dese-ch70-key-factors.xlsx
2024,55,Chatham,8768778800,30989094.01702301,473368000,7257203.036159327,38246297,399.23705974147003,5818388.221386149,4800170,0.0731,4822723,22553,22553,0,0,,4800170,sources/state-dese/dese-ch70-key-factors.xlsx
2024,56,Chelmsford,7194279300,25424771.532886937,2220847000,34047797.04425591,59472569,5319.9999999975,68125870.3492448,56203843,0.0399,52523040,0,0,3680803,505078,,53028118,sources/state-dese/dese-ch70-key-factors.xlsx
2024,57,Chelsea,5133648900,18142449.711753108,903878000,13857350.234738344,31999800,7342.00000000632,144199375.336285,31999800,0.065,22716912,0,0,9282888,213304,,22930216,sources/state-dese/dese-ch70-key-factors.xlsx
2024,58,Cheshire,380218700,1343702.8473486258,104289000,1598854.2686409308,2942557,341.91652470409997,5492856.348663252,2942557,0.0621,2743949,0,0,198608,25835,,2769784,sources/state-dese/dese-ch70-key-factors.xlsx
2024,59,Chester,150115400,530511.7565518947,35523000,544602.9800355913,1075115,134.44390244189998,1989919.1008959936,1075115,0.0349,956217,0,0,118898,9240,,965457,sources/state-dese/dese-ch70-key-factors.xlsx
2024,6,Alford,308074200,1088742.2941971293,18495000,283546.7757722676,1372289,19.39849624065,278259.7124818987,229564,0.0305,211138,0,0,18426,2049,,229564,sources/state-dese/dese-ch70-key-factors.xlsx
2024,60,Chesterfield,190606900,673609.7784098857,26625000,408187.7753412611,1081798,99.05158125521,1417826.7912506498,1081798,0.037,1033085,0,0,48713,9962,,1043047,sources/state-dese/dese-ch70-key-factors.xlsx
2024,61,Chicopee,4667842700,16496278.397052795,1322114000,20269324.78525957,36765603,7166,122693363.2,36765603,0.0547,33865812,0,0,2899791,0,,33865812,sources/state-dese/dese-ch70-key-factors.xlsx
2024,62,Chilmark,3878126000,13705398.889051845,130673000,2003347.273884267,15708746,107.2980769202,1598151.7392041576,1318475,0.0544,1300087,0,0,18388,0,,1318475,sources/state-dese/dese-ch70-key-factors.xlsx
2024,63,Clarksburg,149674900,528955.0180110048,45309000,694632.109406092,1223587,225.00000000114,3537776.998646874,1223587,0.030300000000000004,1077867,0,0,145720,10462,,1088329,sources/state-dese/dese-ch70-key-factors.xlsx
2024,64,Clinton,1853848200,6551548.108738799,513914000,7878813.610393573,14430362,2062,32534279.410000004,14430362,0.045,13091976,0,0,1338386,125282,,13217258,sources/state-dese/dese-ch70-key-factors.xlsx
2024,65,Cohasset,3547050800,12535370.458239485,1235202000,18936877.23857564,31472248,1377.9999999976,16916429.915781714,13956055,0.0415,13805907,0,0,150148,0,,13956055,sources/state-dese/dese-ch70-key-factors.xlsx
2024,66,Colrain,203121700,717837.4094916778,48424000,742388.1627464874,1460226,159.9073170751,2447232.526024711,1460226,0.0408,1416811,0,0,43415,0,,1416811,sources/state-dese/dese-ch70-key-factors.xlsx
2024,67,Concord,7337635800,25931397.159758877,3022133000,46332309.71100137,72263707,2977.79163377264,37693400.992698245,31097056,0.047400000000000005,31598403,501347,501347,0,0,,31097056,sources/state-dese/dese-ch70-key-factors.xlsx
2024,68,Conway,298724500,1055700.2094394478,76835000,1177957.097402659,2233657,160.17453798703997,2331265.9722082163,1923294,0.0481,2034239,110945,110945,0,0,,1923294,sources/state-dese/dese-ch70-key-factors.xlsx
2024,69,Cummington,153578200,542749.3824756035,46884000,718778.4285107864,1261528,54.20506165012,788380.9456071027,650414,0.035,654753,4339,4339,0,0,,650414,sources/state-dese/dese-ch70-key-factors.xlsx
2024,7,Amesbury,2989453900,10564808.404866604,733977000,11252598.639686491,21817407,1963.999999997,27399291.862831715,21817407,0.0274,19629898,0,0,2187509,382128,,20012026,sources/state-dese/dese-ch70-key-factors.xlsx
2024,70,Dalton,732087000,2587214.638330291,236562000,3626731.136536316,6213946,887.54510058624,12748655.593347544,6213946,0.0304,5819459,0,0,394487,56478,,5875937,sources/state-dese/dese-ch70-key-factors.xlsx
2024,71,Danvers,6417792300,22680646.13129782,1490275000,22847400.446824335,45528047,3560.99999999991,47182778.98516234,38925793,0.0378,36474371,0,0,2451422,351459,,36825830,sources/state-dese/dese-ch70-key-factors.xlsx
2024,72,Dartmouth,6798935400,24027615.832465284,1424744000,21842744.931110226,45870361,3651.9999999956303,51589779.43998495,42561568,0.039,40526943,0,0,2034625,390057,,40917000,sources/state-dese/dese-ch70-key-factors.xlsx
2024,73,Dedham,6593838900,23302799.42803479,1724313000,26435436.14880811,49738236,2642.00000000087,37109884.64604142,30615655,0.04,29338242,0,0,1277413,282098,,29620340,sources/state-dese/dese-ch70-key-factors.xlsx
2024,74,Deerfield,869370900,3072379.5377030047,259714000,3981674.361877194,7054054,531.46201231944,7208778.796301546,5947243,0.0406,5888626,0,0,58617,0,,5888626,sources/state-dese/dese-ch70-key-factors.xlsx
2024,75,Dennis,8912902400,31498430.595392603,636102000,9752077.38103763,41250508,1047.96831372598,16702897.839339094,13779891,0.0386,13204469,0,0,575422,127137,,13779891,sources/state-dese/dese-ch70-key-factors.xlsx
2024,76,Dighton,1314856400,4646736.966210667,325010000,4982727.093470921,9629464,1266.50715917004,17361014.542617895,9629464,0.0353,8661818,0,0,967646,83665,,8745483,sources/state-dese/dese-ch70-key-factors.xlsx
2024,77,Douglas,1302158500,4601862.254931742,384308000,5891824.50951547,10493687,1246.9999999956,16745725.707441032,10493687,0.0472,9622611,0,0,871076,91889,,9714500,sources/state-dese/dese-ch70-key-factors.xlsx
2024,78,Dover,2854881300,10089225.310728658,1599975000,24529210.736211617,34618436,1142.80119965975,14085683.971100597,11620689,0.0317,11377107,0,0,243582,0,,11620689,sources/state-dese/dese-ch70-key-factors.xlsx
2024,79,Dracut,4790569000,16929996.35662333,1282742000,19665712.800630983,36595709,4357.0000000010405,64634623.90700268,36595709,0.0359,32125100,0,0,4470609,310118,,32435218,sources/state-dese/dese-ch70-key-factors.xlsx
2024,8,Amherst,2913802400,10297454.02183338,825705000,12658880.264343888,22956334,2052.00000000146,28354985.784110203,22956334,0.0374,22076797,0,0,879537,212809,,22289606,sources/state-dese/dese-ch70-key-factors.xlsx
2024,80,Dudley,1305684900,4614324.6449217405,379271000,5814602.281369219,10428927,1650.60982307373,23430727.59924041,10428927,0.0155,8207610,0,0,2221317,161647,,8369257,sources/state-dese/dese-ch70-key-factors.xlsx
2024,81,Dunstable,708127800,2502542.1978106764,262400000,4022853.4178233584,6525396,535.17293869917,6540863.7729665395,5396213,0.0431,5215868,0,0,180345,50004,,5265872,sources/state-dese/dese-ch70-key-factors.xlsx
2024,82,Duxbury,5389486400,19046586.139573608,1615722000,24770627.934269786,43817214,2729,33659011.201460004,27768684,0.0417,26730895,0,0,1037789,256608,,26987503,sources/state-dese/dese-ch70-key-factors.xlsx
2024,83,East Bridgewater,2211733200,7816323.075155135,580322000,8896914.409825027,16713237,2122.42944785025,29001424.435406767,16713237,0.035,14960989,0,0,1752248,144551,,15105540,sources/state-dese/dese-ch70-key-factors.xlsx
2024,84,East Brookfield,319420900,1128841.8292752584,81327000,1246823.932588873,2375666,268.29317268527996,4100026.389495579,2375666,0.0385,2109502,0,0,266164,20313,,2129815,sources/state-dese/dese-ch70-key-factors.xlsx
2024,85,Eastham,3597520100,12713730.286711078,227530000,3488261.5783435544,16201992,446.06596701995,6632883.948737311,5472129,0.0461,5406992,0,0,65137,0,,5472129,sources/state-dese/dese-ch70-key-factors.xlsx
2024,86,Easthampton,1916129500,6771651.854679159,543044000,8325405.53135849,15097057,1591,22559015.459999997,15097057,0.0525,13763771,0,0,1333286,130772,,13894543,sources/state-dese/dese-ch70-key-factors.xlsx
2024,87,East Longmeadow,2311361300,8168411.390763845,792930000,12156406.862022392,20324818,2552,33881345.879999995,20324818,0.0381,18664107,0,0,1660711,179791,,18843898,sources/state-dese/dese-ch70-key-factors.xlsx
2024,88,Easton,4412594900,15594225.984482154,1443511000,22130461.737864383,37724688,3501.3220858904197,44955813.62340079,37088546,0.0386,34407716,0,0,2680830,331289,,34739005,sources/state-dese/dese-ch70-key-factors.xlsx
2024,89,Edgartown,11072643200,39131011.16677165,356693000,5468459.047879829,44599470,626.00000000264,10033161.867720624,8277359,0.0386,7581410,0,0,695949,72996,,8277359,sources/state-dese/dese-ch70-key-factors.xlsx
2024,9,Andover,10204123200,36061638.73196182,3330265000,51056280.24964751,87117919,5606.0000000056,73565668.95492895,60691677,0.0392,58793964,0,0,1897713,565762,,59359726,sources/state-dese/dese-ch70-key-factors.xlsx
2024,90,Egremont,616396400,2178361.02689174,46823000,717843.2377391125,2896204,90.2030075187,1293907.663036203,1067474,0.058899999999999994,1039111,0,0,28363,0,,1067474,sources/state-dese/dese-ch70-key-factors.xlsx
2024,91,Erving,969923800,3427736.1207410344,45620000,699400.0492420031,4127136,231,3269431.3545,2697281,0.0401,2564306,0,0,132975,24654,,2588960,sources/state-dese/dese-ch70-key-factors.xlsx
2024,92,Essex,1081249700,3821164.7680265266,267890000,4107020.587274007,7928185,518.23697478337,6772177.210392152,5587046,0.0379,5120824,0,0,466222,49338,,5170162,sources/state-dese/dese-ch70-key-factors.xlsx
2024,93,Everett,9500450600,33574841.32767526,1182995000,18136491.916989114,51711333,7937,152643280.48403,51711333,0.0454,40192135,0,0,11519198,768933,,40961068,sources/state-dese/dese-ch70-key-factors.xlsx
2024,94,Fairhaven,2882044000,10185219.004178446,556302000,8528663.879733117,18713883,1857.99999999885,28118515.008346323,18713883,0.0521,16412067,0,0,2301816,311987,,16724054,sources/state-dese/dese-ch70-key-factors.xlsx
2024,95,Fall River,7843860400,27720408.159001995,1943127000,29790072.7637761,57510481,13351.00000000606,250169029.54789385,57510481,0.0464,42134698,0,0,15375783,402663,,42537361,sources/state-dese/dese-ch70-key-factors.xlsx
2024,96,Falmouth,15449979300,54600631.62829006,1676190000,25697662.615934964,80298294,3146.94803548807,46781728.92688444,38594926,0.0369,36253053,0,0,2341873,349629,,36602682,sources/state-dese/dese-ch70-key-factors.xlsx
2024,97,Fitchburg,3678508500,12999945.414168537,987011000,15131861.946567267,28131807,6024.49624059875,103994510.91776411,28131807,0.052000000000000005,23389064,0,0,4742743,222330,,23611394,sources/state-dese/dese-ch70-key-factors.xlsx
2024,98,Florida,185906300,656997.7348564073,16322000,250232.5209059179,907230,89.99999999847,1616104.4152370906,907230,0.0286,734668,0,0,172562,14285,,748953,sources/state-dese/dese-ch70-key-factors.xlsx
2024,99,Foxborough,3825226800,13518451.730318032,1054905000,16172744.606436547,29691196,2592.1846625798203,35181790.858126156,29024977,0.0529,28240512,0,0,784465,0,,28240512,sources/state-dese/dese-ch70-key-factors.xlsx
2024,999,State,1583183946900,5595013547.009037,364947812473.25,5595013547.009037,11190027086,905106,13963389872.294113,8238400024,0.0475,7495012482,2463965,2463965,745851507,63801354,,7566302117,sources/state-dese/dese-ch70-key-factors.xlsx
2025,1,Abington,2693823800,10521020.062905995,725757000,10386961.986006929,20907982,2316,34615457.73618275,20907982,0.0331,18881608,0,0,2026374,182767,,19064375,sources/state-dese/dese-ch70-key-factors.xlsx
2025,10,Arlington,13535163100,52863042.686683856,4037248000,57780691.75231172,110643733.99999999,6237,81960405.81623437,67617335,0.0356,61727840,0,0,5889495,596059,,62323899,sources/state-dese/dese-ch70-key-factors.xlsx
2025,100,Framingham,12640216800,49367733.16513182,3380098000,48375626.32531005,97743359,10157,179028186.64009032,97743359,0.0388,84327975,0,0,13415384,811783,,85139758,sources/state-dese/dese-ch70-key-factors.xlsx
2025,101,Franklin,6739455100,26321670.452296894,2160179000,30916266.954325564,57237937,5246,70532572.66781272,57237937,0.049,52364268,0,0,4873669,499183,,52863451,sources/state-dese/dese-ch70-key-factors.xlsx
2025,102,Freetown,1813071700,7081147.523897844,424218000,6071365.814976483,13152513,1239,16716218.165564645,13152513,0.0387,12068465,0,0,1084048,116188,,12184653,sources/state-dese/dese-ch70-key-factors.xlsx
2025,103,Gardner,1722018500,6725529.408120638,538929000,7713098.23557572,14438628,2619,44949886.03897356,14438628,0.0385,12749712,0,0,1688916,122770,,12872482,sources/state-dese/dese-ch70-key-factors.xlsx
2025,104,Aquinnah,860784100,3361885.3563957973,28945000,414257.9605638947,3776143,58,843545.4816510072,695925,0.04130000000000001,760410,64485,64485,0,0,,695925,sources/state-dese/dese-ch70-key-factors.xlsx
2025,105,Georgetown,1648088700,6436788.582144334,522538000,7478511.874145324,13915300,1257,16399936.246032229,13529947,0.04939999999999999,12849563,0,0,680384,122447,,12972010,sources/state-dese/dese-ch70-key-factors.xlsx
2025,106,Gill,183855300,718066.7495667685,43933000,628764.7255641245,1346831,113,1901189.4234480888,1346831,0.0345,1257761,0,0,89070,12158,,1269919,sources/state-dese/dese-ch70-key-factors.xlsx
2025,107,Gloucester,8654554400,33801297.797543906,1755446000,25123768.520989694,58925065.99999999,3163,51373399.51661807,42383055,0.04019999999999999,38816117,0,0,3566938,373160,,39189277,sources/state-dese/dese-ch70-key-factors.xlsx
2025,108,Goshen,175826700,686710.1843463384,17600000,251889.4491595974,938600,96,1350599.7617951706,938600,0.0365,881148,0,0,57452,8501,,889649,sources/state-dese/dese-ch70-key-factors.xlsx
2025,109,Gosnold,238470900,931373.8795088414,900000,12880.710468388503,0,0,0,0,0.0453,0,0,0,0,0,,0,sources/state-dese/dese-ch70-key-factors.xlsx
2025,11,Ashburnham,852436100,3329281.3399470826,252007000,3606699.114452424,6935980,1047,14307953.288683815,6935980,0.0392,6501587,0,0,434393,62563,,6564150,sources/state-dese/dese-ch70-key-factors.xlsx
2025,110,Grafton,3144522000,12281270.605096476,1239803000,17743937.200932745,30025208,3006,39122318.00041473,30025208,0.0411,26705244,0,0,3319964,513020,,27218264,sources/state-dese/dese-ch70-key-factors.xlsx
2025,111,Granby,766960200,2995445.972245993,249386000,3569187.6231883727,6564634,674,10072212.11572932,6564634,0.0392,6111350,0,0,453284,58808,,6170158,sources/state-dese/dese-ch70-key-factors.xlsx
2025,112,Granville,236031700,921847.3202225807,64167000,918351.720694539,1840199,160,2355149.3271885165,1840199,0.0623,1732903,0,0,107296,16313,,1749216,sources/state-dese/dese-ch70-key-factors.xlsx
2025,113,Great Barrington,1741152600,6800259.704135414,422825000,6051429.337551521,12851689,705,11314564.987516483,9334516,0.042199999999999994,8431873,0,0,902643,161809,,8593682,sources/state-dese/dese-ch70-key-factors.xlsx
2025,114,Greenfield,1751876500,6842143.054877433,479053000,6856158.880014353,13698302,1891,30846065.586611994,13698302,0.0348,12527805,0,0,1170497,121065,,12648870,sources/state-dese/dese-ch70-key-factors.xlsx
2025,115,Groton,2199159100,8589053.602029314,977367000,13987979.275952742,22577033,1768,22263668.33022329,18367526,0.0463,18336297,0,0,31229,0,,18336297,sources/state-dese/dese-ch70-key-factors.xlsx
2025,116,Groveland,1255397100,4903089.086975178,348319000,4985106.877376239,9888196,939,12179566.213975755,9888196,0.024699999999999996,8686381,0,0,1201815,169540,,8855921,sources/state-dese/dese-ch70-key-factors.xlsx
2025,117,Hadley,1161298900,4535578.394522561,223907000,3204534.709828294,7740113,449,6210751.319999998,5123870,0.0537,5456705,332835,332835,0,0,,5123870,sources/state-dese/dese-ch70-key-factors.xlsx
2025,118,Halifax,1210894200,4729278.200102214,320953000,4593447.407734106,9322726,1114,16031026.215436898,9322726,0.0249,8560690,0,0,762036,83527,,8644217,sources/state-dese/dese-ch70-key-factors.xlsx
2025,119,Hamilton,1912849100,7470838.945892332,808275000,11567951.39315191,19038790,1097,13990537.50602692,11542193,0.04479999999999999,11355372,0,0,186821,0,,11355372,sources/state-dese/dese-ch70-key-factors.xlsx
2025,12,Ashby,417224700,1629516.169335179,121033000,1732212.2556894063,3361728,437,6079883.004375804,3361728,0.0455,3128985,0,0,232743,29928,,3158913,sources/state-dese/dese-ch70-key-factors.xlsx
2025,120,Hampden,758719700,2963261.808668413,261909000,3748415.5534057384,6711677,540,7149072.550364964,5897985,0.0391,5961595,63610,63610,0,0,,5897985,sources/state-dese/dese-ch70-key-factors.xlsx
2025,121,Hancock,338870100,1323493.808622138,15945000,228203.253798283,1551697,85,1270682.74,1048313,0.030899999999999997,804813,0,0,243500,15614,,820427,sources/state-dese/dese-ch70-key-factors.xlsx
2025,122,Hanover,3333802700,13020526.840868426,1092560000,15636610.032602826,28657137,2577,33531091.63728164,27663151,0.0393,25390681,0,0,2272470,244306,,25634987,sources/state-dese/dese-ch70-key-factors.xlsx
2025,123,Hanson,1705096200,6659437.536109367,495883000,7097028.1657732185,13756466,1444,20574270.90448982,13756466,0.04650000000000001,12211853,0,0,1544613,233385,,12445238,sources/state-dese/dese-ch70-key-factors.xlsx
2025,124,Hardwick,290003700,1132640.8007891872,76213000,1090752.874363659,2223394,338,5029473.420289059,2223394,0.0298,1973154,0,0,250240,19161,,1992315,sources/state-dese/dese-ch70-key-factors.xlsx
2025,125,Harvard,1434003000,5600653.737362996,589660000,8439155.26087774,14039809,890,11161202.900680074,9207992,0.0333,8757545,0,0,450447,84753,,8842298,sources/state-dese/dese-ch70-key-factors.xlsx
2025,126,Harwich,7143004400,27897775.868572325,740161000,10593110.601103226,38490886,1327,20264873.395775482,16718521,0.0363,16838509,119988,119988,0,0,,16718521,sources/state-dese/dese-ch70-key-factors.xlsx
2025,127,Hatfield,664037600,2593470.6316441135,145276000,2079175.6600062314,4672646,310,4167872.81,3438495,0.0342,3590773,152278,152278,0,0,,3438495,sources/state-dese/dese-ch70-key-factors.xlsx
2025,128,Haverhill,8774764300,34270790.55711487,2349091000,33619956.705441356,67890747,9253,159065671.85754564,67890747,0.044,59204453,0,0,8686294,567092,,59771545,sources/state-dese/dese-ch70-key-factors.xlsx
2025,129,Hawley,52571500,205323.676417538,9120000,130524.53274633683,335848,24,359824.339371503,296855,0.0342,304890,8035,8035,0,0,,296855,sources/state-dese/dese-ch70-key-factors.xlsx
2025,13,Ashfield,293407600,1145935.100212975,82357000,1178685.191161191,2324620,153,2352337.9625007357,1940679,0.05029999999999999,1688991,0,0,251688,32162,,1721153,sources/state-dese/dese-ch70-key-factors.xlsx
2025,130,Heath,105196700,410857.0839902384,13330000,190777.63393735417,601635,90,1425212.5346735034,601635,0.0357,507209,0,0,94426,4897,,512106,sources/state-dese/dese-ch70-key-factors.xlsx
2025,131,Hingham,8672525700,33871486.65245584,4528742000,64814904.986700766,98686391.99999999,3606,45884665.98894999,37854849,0.0369,40255131,2400282,2400282,0,0,,37854849,sources/state-dese/dese-ch70-key-factors.xlsx
2025,132,Hinsdale,363382200,1419228.4650179865,87188000,1247825.9825753965,2667054,208,3080744.916010028,2541615,0.038,2187575,0,0,354040,42150,,2229725,sources/state-dese/dese-ch70-key-factors.xlsx
2025,133,Holbrook,1670268000,6523412.235956143,421763000,6036230.099198823,12559642,1474,23923398.979099456,12559642,0.0411,11145711,0,0,1413931,107057,,11252768,sources/state-dese/dese-ch70-key-factors.xlsx
2025,134,Holden,2958213400,11553622.227169186,1123903000,16085187.930614715,27638810,3348,43668934.85353628,27638810,0.04130000000000001,24628325,0,0,3010485,236515,,24864840,sources/state-dese/dese-ch70-key-factors.xlsx
2025,135,Holland,412648100,1611641.7632883189,95625000,1368575.4872662786,2980217,285,4388256.886501791,2980217,0.0368,2776736,0,0,203481,26782,,2803518,sources/state-dese/dese-ch70-key-factors.xlsx
2025,136,Holliston,3243894200,12669379.474687392,1190746000,17041838.29710193,29711218,2735,35356451.71730472,29169073,0.0512,26409861,0,0,2759212,502471,,26912332,sources/state-dese/dese-ch70-key-factors.xlsx
2025,137,Holyoke,2572663000,10047813.46058934,843705000,12075022.028590802,22122835,5850,114374878.07000002,22122835,0.0387,12934693,0,0,9188142,249055,,13183748,sources/state-dese/dese-ch70-key-factors.xlsx
