dataset,fy,edition,pages,printed_heading,table,grain,printed_total,checkable,extractable,rows,notes
dept_activity,2020,FY2020,53,BUILDING DEPARTMENT,"Building Department permit counts, FY2020",one permit type,,no,not without geometry,5,"ONLY '185 Gas Permits' survives. The plumbing, electrical, building and total counts that FY2019's report gives in prose (120/122/248/461/951) have no FY2020 counterpart in this text. This page must be re-read from the PDF; it is a real gap, not an absence of data."
dept_activity,2020,FY2020,55,CEMETERY DEPARTMENT / People Interred This Year,Cemetery interments 2020,one interment,"Full Burials 23, *Denotes Cremation 27, Total 50",yes,messy,50,"Name/age/cemetery stay together on each line, so individual records are readable; only the month attribution is unreliable because the month headings belong to whichever column they came from. War service annotated: (Vietnam), (WWII), (Korea), (Peace Time). Carries a correction to the prior year's r"
dept_activity,2020,FY2020,83-84,Environmental Health Department / Nashoba Nursing Service & Hospice,"Nashoba Associated Boards of Health service and inspection counts, 2020",one service type,,no,clean,18,"Fully paired, unlike FY2019's version. Food Service Licensing and Inspections 24; Recreational Permitting and Inspections 18; Housing & Nuisance Investigation 6; soil testing applications 83; tests performed 158; sewage disposal plans filed 75; plans reviewed 92; permits issued 58 (29 new constructi"
dept_activity,2020,FY2020,86,FIRE DEPARTMENT,Fire Department 2020 call volume,one call category,1955 calls for service,yes,clean,4,"Fires, Alarms & Hazardous Conditions 489; Emergency Medical 962; Inspections 534; Other 18. COVID content in the same report: 'only four members testing positive'; paramedic trainees 'lost 6-7 months due to the training schools shutting down'; paramedic-level service pushed from early 2021 to mid-20"
dept_activity,2021,FY2021,23,"(the title and column headings are on the lost top band; the contents page calls it 'Balance Sheet for year ending June 30, 2021')","Combined balance sheet, all fund types, 30 June 2021",one balance-sheet line item across six fund columns,"TOTAL ASSETS $10,751,237.41 | $3,437,328.96 | $8,149,472.30 | $1,095,110.86 | $5,424,445.39 | $41,885,307; TOTAL LIABILITIES $5,723,087.21 | $433,747.96 | $4,738,310.63 | $644,273.22 | $0.00 | $41,885,307; TOTAL FUND EQUITY $5,028,150.20 | $3,003,581.00 | $3,411,161.67 | $450,837.64 | $5,424,445.39; TOTAL LIABILITIES/FUND EQUITY $10,751,237.41 | $3,437,328.96 | $8,149,472.30 | $1,095,110.86 | $5,424,445.39 | $41,885,307",yes,clean,50,"Cleaner than the FY2019 equivalent and it fully reconciles: liabilities plus fund equity equal total assets in every column, which the FY2019 sheet did not do in the Trust and Agency column. Long-term debt $41,885,307 ties to the five-year debt table on p42. RESERVED FOR ENCUMBRANCES $316,972.56 tie"
dept_activity,2021,FY2021,39,"(title band lost; contents page calls it ""Treasurer's Cash as of June 30, 2021"")",Treasurer's cash as of 30 June 2021,one bank account or investment,"Total Treasurer Cash as of 06/30/2021 $20,477,756.00",yes,clean,34,"Cash rose $5.4m from FY2019's $15,084,021.00. New named accounts since FY2019: 'Unibank ARPA CLFRF Fund $614,195.58' (the Coronavirus Local Fiscal Recovery Funds, matching the ARPA line in the special revenue funds table) and 'Main Street Bank-PEG Access Enterprise $865,720.18'. Purpose-named earmar"
dept_activity,2021,FY2021,54,(month names serve as the headings),"Cemetery interments, 2021",one interment,Full burials 9 / *Denotes Cremation 37 / Total 46,yes,clean,46,"FULLY RECOVERED INCLUDING ITS TOTALS BLOCK -- which the FY2019 equivalent is not. 9 full burials and 37 cremations, total 46; the cremation share is 80%, against FY2019's 30 cremations. War service annotated: (WWII), (Korea), (Peace Time). One entry is a 20-year-old and an 81-year-old buried in adja"
dept_activity,2021,FY2021,169,(contents page calls it 'Town Office Hours'),Town office hours and telephone directory,one office,,no,clean,25,Reads as a diff against FY2019's version: 'SELECT BOARD/TOWN MANAGER' replaces 'BOARD OF SELECTMEN/TOWN MANAGER'; 'PAYROLL & BENEFITS' and 'ASST. TOWN MGR/HUMAN RESOURCES' replace the single 'HUMAN RESOURCES'; 'VETERANS AFFAIRS AGENT' replaces 'VETERANS SERVICES'; and the Chester Mossman Teen Center
dept_activity,2022,FY2022,54,In fiscal year 2022 the following permits were issued:,"Building department permits issued, FY2022",One permit type.,"1,136 total permits issued",yes,clean,5,"620 Building, 282 Electrical, 107 Plumbing, 127 Gas. 620+282+107+127 = 1,136 - the printed total ties. FY2021 gives no equivalent count list; its permit activity has to be inferred from the receipts page instead."
dept_activity,2022,FY2022,55,CEMETERY DEPARTMENT - 2022 / List of people interred this year.,Cemetery interments 2022,One interment.,Full burials 11; *Denotes Cremations 32; Total 44,yes,clean,44,"11 + 32 = 43, not the printed 44 - the page's own arithmetic is off by one, or one row is uncounted. Worth recording because FY2021's version of the same total (Total 46 against Full burials 37) also fails to reconcile in the extract. Veteran markers present: (Korea), (Vietnam), (Peace Time). Cemete"
dept_activity,2022,FY2022,81,Food Service Licensing and Inspections / Recreational Permitting and Inspections / Housing & Nuisance Investigation / Title 5 related work - On-site Sewage Disposal / Private Well related services / Nashoba Nursing Service & Hospice,Nashoba Associated Boards of Health service counts,One service type.,,no,clean,15,"Food Service Licensing and Inspections 39; Recreational Permitting and Inspections 54; Housing & Nuisance Investigation 17; 50 soil-test applications and 147 tests witnessed; 54 applications and 91 plans reviewed; 58 sewage disposal permits prepared (32 new construction, 26 replacement of failed sys"
dept_activity,2022,FY2022,84,"In 2022, your Fire Department responded to 1990 calls for service, broken down as follows:",Fire department calls for service 2022,One call type.,1990 calls for service,yes,clean,4,"Fires, Alarms & Hazardous Conditions 385; Emergency Medical 1143; Inspections 446; Other 16. 385+1143+446+16 = 1990, so the printed total ties. Page also states this is 'a 14% increase in emergency calls for service over 2021'. FY2021's report gives no call-volume table at all - only narrative."
dept_activity,2023,FY2023,61,FY23 Permits Issued,Building department permits issued,one permit type,"Total 1,393",yes,clean,5,"Building 588, Sheet Metal 26, Plumbing 177, Gas 143, Electrical 459. These sum to 1,393, so the printed total ties."
dept_activity,2023,FY2023,88-91,"(none — counts are printed under narrative sub-headings such as 'Food Service Licensing and Inspections', 'Nursing Visits')",Nashoba Associated Boards of Health service counts,one service activity,,no,messy,25,"Values are separated from their labels by a paragraph of prose, so label/value pairing needs care. Examples: Food Service Licensing and Inspections 39; Recreational Permitting and Inspections 54; Housing & Nuisance Investigation 17; Nursing Visits 670; Home Health Aide Visits 61; Rehabilitative Ther"
dept_activity,2023,FY2023,92,"(none — introduced by 'In 2023, your Fire Department responded to 2033 calls for service, broken down as follows:')",Fire department calls for service by category,one call category,2033 calls for service (stated in the introducing sentence),yes,clean,4,"Fires, Alarms & Hazardous Conditions 356; Emergency Medical 1193; Inspections 366; Other 18. These sum to 1,933, NOT the 2,033 stated — a 100-call discrepancy on the page as printed. Also note the sentence 'This represents a 7% increase in emergency calls for service over 2023' inside the 2023 repor"
dept_activity,2023,FY2023,103,911 Calls:,"Regional dispatch 911 call volumes, five years",one line type x one disposition x one year,"Total 12,489 / 12,985 / 14,454 / 16,527 / 18,428 (all lines, by year)",yes,clean,12,"The dispatch district covers Lunenburg plus Berlin, Bolton, Boxborough, Harvard, Lancaster, Devens and DoD Devens — so these are NOT Lunenburg-only figures."
dept_activity,2023,FY2023,103,Business Call/Non-Emergency Calls:,Regional dispatch business/non-emergency calls by month,one year x one month,"Total 58,554 (2023), 64,560 (2022), 70,560 (2021)",yes,clean,3,"The 2022 months sum to 64,560 as printed; worth re-adding the others before use."
dept_activity,2023,FY2023,104,Police Related Calls:,Regional dispatch calls by member town,one town x one year,,no,clean,10,"Lunenburg 13,388 / 12,021 / 13,096 / 14,058 / 14,385. Several cells are blank (Bolton 2020, Boxborough most years). A footnote marks partial years with an asterisk: 'Boxborough 584*', 'Townsend 4,182* *Partial Year'. The narrative below gives 76,982 phone calls and 81,121 calls for service across th"
dept_activity,2024,FY2024,43,CEMETERY DIVISION - 2024,Cemetery interments for the year,one interment,a count is introduced by the partially-OCR'd line 'LEnt of people interred this year.' — the number itself did not survive,yes,messy,50,"FY2023 HAS NO EQUIVALENT — this table exists only in FY2024. An asterisk before a name appears to mark veterans (some carry a service note underneath: '(Vietnam)', '(PeaceTime)'). Some rows lost their AGE. Cemeteries recorded as North, South, and one lot reference 'N/W East #28'."
dept_activity,2024,FY2024,76,"(none — introduced by 'In 2024, your Fire Department responded to 2083 calls for service, broken down as follows:')",Fire department calls for service by category,one call category,2083 calls for service (stated in the introducing sentence),yes,clean,4,"Fires, Alarms & Hazardous Conditions 447; Emergency Medical 1193; Inspections 414; Other 29. These sum to 2,083 and the printed total TIES — unlike FY2023, whose four categories summed 100 short of its stated 2,033. Note Emergency Medical is 1193 in both years, exactly."
dept_activity,2024,FY2024,84,911 Calls:,"Regional dispatch 911 call volumes, five years",one line type x one disposition x one year,"Total 12,489 / 12,985 / 14,454 / 16,527 / 18,428",yes,clean,12,"THIS IS THE SAME TABLE AS FY2023 PAGE 103, CELL FOR CELL — it still ends at 2023 and contains no 2024 column. The FY2024 report reprints last year's dispatch figures unchanged, and the narrative under it still reads 'In 2023, NVRDD handled over 76,982 phone calls'. FY2023's companion table of monthl"
dept_activity,2024,FY2024,85,Police Related Calls:,Regional dispatch calls by member town,one town x one year,,no,clean,10,"Also reprinted unchanged from FY2023 page 104 and still ending at 2023. The FY2024 OCR is slightly better and fills two cells FY2023's lost (Bolton 2020 = 6,917; Boxborough 2019/2020 = 0). Lunenburg 2023 = 14,385 in both."
dept_activity,2025,FY2025,44,FY25 Permits Issued,Building department permits issued,One permit type,"To t a l  1,410",yes,clean,7,"Building 600, Demolition 10, Sheet Metal 35, Plumbing 166, Gas 140, Electrical 459. Sums to 1,410, matching the printed total. The word 'Total' is letter-spaced in the extract."
dept_activity,2025,FY2025,45-46,CEMETERY DIVISION – 2025,Cemetery interments during the year,One interment,Full Burials 7 / *Denotes 31 / Cremations / Total 38,yes,not without geometry,38,"The page is a two-up month calendar: reading it line by line puts a May burial next to a November one. Sub-line 'List of people interred this year.' An asterisk before a name denotes cremation ('*Denotes Cremations'), and the total block itself is broken across three lines. Long names wrap to a seco"
dept_activity,2025,FY2025,75,,Fire department calls for service by category,One call category,"In 2025, your Fire Department responded to 2006 calls for service",yes,clean,4,"Fires, Alarms & Hazardous Conditions 387; Emergency Medical 1233; Inspections 320; Other 29. Sums to 1,969, NOT the 2,006 stated in the sentence above it — a 37-call discrepancy on the page itself. Note the period is calendar 2025, not FY25. Also on p75-77: 65 mutual-aid ambulance requests, 36% incr"
enrollment_mcas,2011,FY2011,32,Lunenburg School Committee / Regular Meetings / Central Office Personnel / Office of the Superintendent of Schools / Student Services Office / School Personnel/Business Services / Office of Facilities & Grounds / Transportation Services / Cafeteria Services,"School Committee membership, meeting schedule and Central Office personnel",one committee member or one central office employee,,no,clean,20,"Transportation is contracted out ('McCarty Limousine'), which is recorded as a row in the staff list."
enrollment_mcas,2011,FY2011,41,% of STUDENTS SCORING IN THE ADVANCED/PROFICIENT RANGE,"Turkey Hill Middle School MCAS: percent advanced or proficient, school against state",one grade-and-subject pair,,no,clean,7,"Grade 6 ELA 77/58, Grade 6 Math 68/58, Grade 7 ELA 85/73, Grade 7 Math 63/51 (the grade cell for row 4 is blank and must be inferred), Grade 8 ELA 95/79, Grade 8 Math 66/52, Grade 8 Sci/Tech 49/39. 'MathR' in the grade 8 row is an OCR artefact of 'Math'."
enrollment_mcas,2011,FY2011,47,Enrollment,"Monty Tech enrollment by member town, October 1 2010",one member town,"1,400 students in grades nine through twelve",yes,messy,18,"Lunenburg (63). The eighteen town counts plus twelve out-of-district students are stated to make up the 1,400. Also on this page: 736 applications received, 636 for grade 9, 382 freshmen admitted, 28 upperclassmen admitted; and the FY2010-2011 Educational Plan total of $22,225,324."
enrollment_mcas,2011,FY2011,48,Academic Achievement / English Language Arts / Mathematics / Biology,"Monty Tech MCAS results 2009-2011, by subject",one performance measure for one subject in one year,,no,messy,15,"Now readable but the row/column pairing is loose: in the ELA block the year header row and the value rows interleave, and in Biology the 2011 'Tested' cell is empty. Students tested: 318 / 351 / 358. Parentheses around some counts are OCR noise, not accounting negatives. This table was 'messy' befor"
enrollment_mcas,2011,FY2011,48,"The following data represents the percentage of students who met the competency score in English Language Arts, Mathematics and Biology at the time of graduation: / English Language Arts | Mathematics | Biology",Monty Tech MCAS competency at graduation,one subject,,no,not without geometry,1,STILL DAMAGED. Only the column headers survive; the value row is lost at the page break.
enrollment_mcas,2011,FY2011,49-52,,Monty Tech vocational programme enrollments with gender split,one vocational programme,,no,messy,20,"Recoverable by regex on 'Total enrollment: N; M males, F females'. Several paragraphs on p50 are badly scrambled and their enrollment strings are truncated (Auto Body prints '(Total' and nothing more). The gender split is the interesting part — Business Technology 60 (11 male, 49 female); Dental Ass"
enrollment_mcas,2012,FY2012,17-18,"Dental Health Department / Examination, Cleaning & Fluoride - Grades K, 2 & 4 / Students Eligible.... / Students Participating / Referred to Dentist.... / Instruction - Grades K, 1 & 5 / Number of Programs...",Nashoba Dental Health Department: school dental programme counts,one programme measure,,no,clean,4,"Students Eligible 352, Students Participating 228, Referred to Dentist 26, Number of Programs 10. Complete, unlike FY2011 where the eligible count had drifted into a sentence."
enrollment_mcas,2012,FY2012,33,"Enrollment: October 1, 2010 - October 1, 2012 / Grade Level | 10/01/10 | 10/01/11 | 10/01/12","District enrollment by grade level, October 2010 - October 2012",one grade level,1670 1658 1613 (unlabelled total row),yes,messy,16,"Three grade labels are missing (the rows for grades 6 and 8, and one other) and must be inferred from position; PK and Ungraded have no 10/01/12 value. The columns sum to the printed totals, which is a check. The narrative gives the composition of the 1613: 1532 Lunenburg residents, 52 school choice"
enrollment_mcas,2012,FY2012,36,% of STUDENTS SCORING IN THE ADVANCED/PROFICIENT RANGE / GRADE | SUBJECT | THMS | STATE,"Turkey Hill Middle School MCAS: percent advanced or proficient, school against state",one grade-and-subject pair,,no,clean,9,"Grade 4 ELA 58/57, Grade 4 Math 60/51, Grade 5 ELA 71/61, Grade 5 Math 77/57, Grade 5 Sci/Tech 70/52, Grade 6 ELA 80/66, Grade 6 Math 69/60, Grade 7 ELA 75/67, Grade 7 Math 63/51. One grade cell (row 6, ELA) is blank and must be inferred. THE GRADE RANGE CHANGED between FY2011 (grades 6-8) and FY201"
enrollment_mcas,2012,FY2012,39,Lunenburg High School - 2012 MCAS Results / Subject Test | Advanced/Proficient | State Rank | Percentile in State,Lunenburg High School 2012 MCAS results with state rank,one subject,,no,clean,3,ELA 100% / 1 of 348 / Top 1%; Math 91% / 73 of 348 / Top 21%; Science 82% / 114 of 341 / Top 33%. The State Rank column — a rank out of a stated denominator — appears in no other year catalogued here and is the most quotable line in the school section. 41 seniors received Adams Scholarships.
enrollment_mcas,2012,FY2012,43,Enrollment,"Monty Tech enrollment by member town, October 1 2011",one member town,"1,435 students in grades nine through twelve",yes,messy,18,"Lunenburg (72), up from 63 the previous year. Also on this page: a record 823 applications, 773 for grade 9, 380 freshmen and 24 upperclassmen admitted, VIP programme serving ~675 area students."
enrollment_mcas,2012,FY2012,44-45,Academic Achievement / English Language Arts | 2010 | 2011 | 2012 / Students Tested / Passing / Advanced/Proficient / Needs Improvement / Failing / Biology | 2010 | 2011 | 2012,"Monty Tech MCAS results 2010-2012, by subject",one performance measure for one subject in one year,,no,messy,15,"The ELA table's header and first row are at the foot of p44 and its remaining rows at the head of p45, with the Mathematics table's rows interleaved — the four rows at the top of p45 (Advanced/Proficient 80/86/87, Needs Improvement 17/12/12, Failing 3/2/1) cannot be assigned to a subject from the OC"
enrollment_mcas,2012,FY2012,45,Student Group | On Target = 75 or higher Performance | Progress,"Monty Tech MCAS performance by student group, with progress and performance targets",one student group,,no,not without geometry,11,"STILL BADLY MISALIGNED. All eleven group names are present (All Students, High Needs, Low Income, ELL and Former ELL, Students with Disabilities, and six race/ethnicity groups) and five scores are present (85, 75, 79, 76, 84, 91) but the scores and the 'Met Target' flags sit on different lines from "
enrollment_mcas,2012,FY2012,46-51,,Monty Tech vocational programme enrollments,one vocational programme,,no,not without geometry,20,"The FY2012 write-ups do NOT use the '(Total enrollment: N; M males, F females)' convention that makes the FY2011 and FY2013 versions machine-readable — the figures here are scattered ('eighteen listed this program', 'eight graduating seniors report positive placements', 'seventeen students in the Cl"
enrollment_mcas,2013,FY2013,18,"Dental Health Department / Examination, Cleaning & Fluoride - Grades K, 2 & 4 / Students Eligb.......... / Students Participating.. / Referred to Dentist... / Instruction - Grades K, 1 & 5 / Number of Program......",Nashoba Dental Health Department: school dental programme counts,one programme measure,,no,not without geometry,4,"EVERY COUNT IS LOST — all four labels are present with nothing after the dot leaders. FY2012's version has all four. Also on this page: 'Health Promotion / Skilled Nursing ....12', which is the third different value for that measure in three years (28 and 14 in FY2012, 12 here)."
enrollment_mcas,2013,FY2013,33,,"District enrollment by grade, school and residency category, October 2013",one grade level,1551 44 (blank) 1602 (unlabelled grand total row),yes,messy,20,"RICHER THAN FY2012's ENROLLMENT TABLE — it breaks each grade by residency status and subtotals by building, which FY2012's does not. But the COLUMN HEADER ROW AND THE FIRST FOUR GRADE ROWS (PK through 3) ARE MISSING at the top of the page, so the column meanings must be inferred from the narrative o"
enrollment_mcas,2013,FY2013,34,"Indicator 3C - Proficiency Rate for Students with IEPs on MCAS. For the 2012 MCAS, Lunenburg Students with Disabilities CPI ratings were as follows: / Grade | Subject | Lunenburg | State","Special education CPI ratings by grade and subject, Lunenburg against state",one grade-and-subject pair,,no,clean,13,"Grades 3 to 8 across Reading/ELA, Mathematics and Science. Lunenburg beats the state in every row shown. The table runs to the bottom of p34 and its last rows (grade 8 Mathematics and any grade 10 rows) are cut at the page break. Note the subject naming changes mid-table — 'Reading' for grades 3-4, "
enrollment_mcas,2013,FY2013,36,Grade 3 ELA | Advanced | Proficient | Needs Improvement | Warning / Number of Students / Percent of Students / Grade 3 Math | Advanced | Proficient | Needs Improvement | Warning,Lunenburg Primary School grade 3 MCAS performance distribution,one performance band in one subject,,no,messy,4,"ELA counts 20 / 60 / 38 / 2 but the percent row prints only three values (65% spanning Advanced+Proficient, 31%, 2%) — the percent row does not align with the count row. Math is complete on both rows: counts 45 / 52 / 5 / 6, percents 37 / 43 / 13 / 5. The counts and percents do not reconcile for Mat"
enrollment_mcas,2013,FY2013,38,PERCENT OF STUDENTS SCORING IN THE ADVANCED/PROFICIENT RANGE / Grade | Subject | THMS | State,"Turkey Hill Middle School MCAS: percent advanced or proficient, school against state",one grade-and-subject pair,,no,clean,9,"Grade 4 ELA 50/53 and Math 55/60 — THMS BELOW the state in both grade 4 subjects, the only year in the three where that happens. Grade 5 ELA 72/65, Math 75/61, Sci/Tech 75/59; Grade 6 ELA 77/66, Math 83/60; Grade 7 ELA 81/71, Math 68/52. The last three rows have blank grade cells and must be inferre"
enrollment_mcas,2013,FY2013,41,Lunenburg High School - 2013 MCAS Results (Grade 8) / Subject Test | Advanced/Proficient | State Average (Adv/Pro) / Lunenburg High School - 2013 MCAS Results (Grade 10) / Subject Test | Advanced/Proficient | State Rank | Percentile in State,"Lunenburg High School 2013 MCAS results, grade 8 and grade 10",one subject,,no,clean,6,"Grade 8: ELA 85/78, Math 54/54, Science/Technology 34/39 — grade 8 science is materially BELOW the state and the report says so. Grade 10: ELA 97% / 102 of 354 / Top 29%; Math 97% / 21 of 348 / Top 6%; Science 97% / 6 of 341 / Top 2%. Compare with FY2012's grade 10 table: ELA fell from 100% and rank"
enrollment_mcas,2013,FY2013,46-47,Academic Achievement / [English Language] Arts | 2011 | 2012 | 2013 / Mathematics | 2011 | 2012 | 2013 / Students Tested / Passing / Advanced/ Proficient / Needs Improvement / Failing,"Monty Tech MCAS results 2011-2013, by subject",one performance measure for one subject in one year,,no,messy,15,"ELA and Mathematics are now readable side by side, which is better than FY2012's version: ELA tested 358/361/352, passing 100/100/99, adv-prof 87/95/95, needs improvement 13/5/5, failing 0/0/1; Math tested 358/360/352, passing 98/99/98, adv-prof 86/87/80, needs improvement 12/12/18, failing 2/1/2. T"
enrollment_mcas,2013,FY2013,47,Student Group | On Target = 75 or higher | Performance | Progress,"Monty Tech MCAS performance by student group, with progress and performance targets",one student group,,no,messy,11,"MATERIALLY BETTER THAN FY2012's version, where none of the scores could be attached to a group. Here the scores sit on their own group's line: All Students 83, High Needs 76, Low Income 83, Students with Disabilities 75, Hispanic/Latino 99, White 82, each 'Met Target'. Five groups (ELL and Former EL"
enrollment_mcas,2013,FY2013,47-55,Vocational Projects in the District Communities,Monty Tech vocational programme enrollments with gender split,one vocational programme,,no,messy,20,"The '(Total enrollment: N; M males, F females)' convention is back after FY2012 abandoned it, and TWELVE of the twenty programmes carry a complete string that a regex can pull. Auto Body 63 (42 male, 21 female) — compare FY2011's Auto Body, whose string was truncated; Business Technology 76 (15 male"
enrollment_mcas,2013,FY2013,58-59,Class. of 2012 Awards,"Monty Tech enrollment, admissions and Class of 2012 awards (reprinted from the FY2012 report)",one figure,,no,messy,8,"THIS SECTION IS A VERBATIM REPRINT OF THE FY2012 REPORT'S TEXT and describes the 2011-2012 school year: 'a record 823 applications', '380 freshmen and 24 upperclassmen were admitted', VIP serving 'approximately 675 area students'. Every figure here is already in the FY2012 report at pp43 and 59. The"
enrollment_mcas,2014,FY2014,99,LUNENBURG PRIMARY SCHOOL 2014-2015,Primary School enrollment and class sizes,one grade,"'The October 1, 2013 student count reported to the state was 527 students'",yes,messy,6,"Preschool 12 three-year-olds and 33 four-year-olds; Kindergarten five classes / 110 students / class sizes 21-22; Grade 1 127 students / 25-26; Grade 2 123 students / 24-25; Grade 3 132 students / 26-27. All numbers are spelled out in words ('one hundred and twenty-seven'), so a numeric regex will f"
enrollment_mcas,2014,FY2014,100,,Primary School grade 3 MCAS distribution,one performance band within one subject,'One hundred and four 3rd grade students participated in the spring 2014 MCAS Assessment',yes,messy,8,"ELA: 68 students / 65% advanced+proficient (14 advanced, 54 proficient); 30 students / 29% needs improvement (24 of which scored 230 or greater); 6% (6) warning. Math: 80 students / 78% advanced+proficient (39 advanced 38%, 41 proficient 40%); 16% needs improvement; 6 students / 6% warning. CPI: non"
enrollment_mcas,2014,FY2014,103,PERCENT OF STUDENTS SCORING IN THE ADVANCED/PROFICIENT RANGE,Turkey Hill Middle School MCAS proficiency by grade and subject,one grade-subject pair,,no,clean,9,"Fully row-aligned here, unlike FY2013's scrambled version of the same table. Rows: 4 ELA 54%/54%; 4 Math 55%/52%; 5 ELA 72%/64%; 5 Math 72%/61%; 5 Sci/Tech 66%/53%; 6 ELA 75%/68%; 6 Math 79%/60%; 7 ELA 83%/72%; 7 Math 70%/50%. The school is stated to be 'in its third year of servicing students in gr"
enrollment_mcas,2014,FY2014,107,Lunenburg High School - 2014 MCAS Results (Grade 8) / Lunenburg High School - 2013 MCAS Results (Grade 10),"Lunenburg High School MCAS results, grades 8 and 10",one subject test,,no,clean,6,"MIND THE HEADINGS: the grade 8 table is labelled 2014 and the grade 10 table is labelled 2013 - two different testing years printed side by side in the same report. Grade 8: ELA 92%/79%, Math 66%/52%, Science/Technology 38%/42% (the only subject below the state). Grade 10: ELA 96% ranked 116 of 358 "
enrollment_mcas,2014,FY2014,114,Our District / Leadership / Enrollment,"Monty Tech member towns, leadership and enrollment by town",one member town / one administrator,"'On June 1, 2014, student enrollment at Monty Tech included 1,403 students in grades nine through twelve'",yes,messy,28,"Enrollment by town for 2014: Ashburnham 54, Ashby 37, Athol 93, Barre 35, Fitchburg 364, Gardner 158, Harvard 3, Holden 68, Hubbardston 61, LUNENBURG 70, Petersham 4, Phillipston 21, Princeton 17, Royalston 22, Sterling 56, Templeton 100, Westminster 77, Winchendon 133, plus thirty out-of-district s"
enrollment_mcas,2014,FY2014,116,Academic Achievement,"Monty Tech MCAS results, three years by subject",one year within one subject,,no,messy,15,"OCR but readable. ELA students tested 361/352/364, passing 100%/99%/100%, adv-prof 95%/95%/95%. Mathematics 360/352/366, passing 99%/98%/98%, adv-prof 87%/80%/84%. Biology 361/398/351, passing 98%/97%/99%, adv-prof 73%/73%/74%. One value is OCR'd as '2%%'. FY2013's version of this table had its YEAR"
enrollment_mcas,2014,FY2014,117-128,Vocational Projects in the District Communities,"Monty Tech vocational program enrollments, by program",one vocational program,,no,messy,20,"Same pattern as FY2013, and again the only sex-disaggregated enrollment data in either report. Examples: Auto Body Collision Repair 60 (36m/24f); Automotive Technology 54 (44m/10f); Business Technology 76 (14m/62f); one program 59 (52m/7f). Program names must be read from the sentence that opens the"
enrollment_mcas,2015,FY2015,101,"Enrollment - February 19, 2016",District enrollment by grade and residency,one grade level,All Schools Total 1541 52 2 1595,yes,clean,21,"Counted as of 19 Feb 2016, not the DESE 1 October census -- so it will not match state figures. The Special Services report on p103 uses 1,567 as the total student population and the Primary School report on p105 uses the 1 October 2015 DESE count of 503 against this table's Primary Total of 516. Th"
enrollment_mcas,2015,FY2015,106,MCAS 2015,Primary School grade 3 MCAS results,one grade-and-subject test,,no,not without geometry,2,Data rows read 'GRADE 03 - READING 60 60 10 11 50 49 34 32 6 9 125  85.0 N/A N/A' and 'GRADE 03 - MATH 66 70 21 32 45 39 20 18 14 11 124  81.3 N/A N/A'. The note under the table says 'Percentage score of students in each category.' The column count in the header does not obviously match the number c
enrollment_mcas,2015,FY2015,109,PERCENT OF STUDENTS SCORING IN THE ADVANCED/PROFICIENT RANGE,Turkey Hill Middle School MCAS results,one grade-and-subject test,,no,clean,9,"The only genuinely clean MCAS table in the report. Grades 4, 5, 6, 7 in ELA and Math plus Grade 5 Science/Tech."
enrollment_mcas,2015,FY2015,113,Lunenburg High School - 2015 MCAS Results (Grade 8) / Lunenburg High School - 2015 MCAS Results (Grade 10),"Lunenburg High School MCAS results, grades 8 and 10",one subject test,,no,clean,6,"Grade 8 is tested at the HIGH SCHOOL here (grade 8 was housed at LHS in this configuration) while grades 4-7 were at the middle school -- so the district's MCAS results are split across three separate tables on three pages under three different headings, with different column names each time. Also s"
enrollment_mcas,2015,FY2015,120,"(no printed heading; three stacked blocks headed 'English Language Arts', 'Mathematics', 'Biology')",Monty Tech MCAS three-year results by subject,one achievement band within one subject,,no,clean,15,"This is district-wide Monty Tech, not Lunenburg's 78 students. Lunenburg pays Monty Tech an assessment ($760,058.00 in FY15 per p27) but no Lunenburg-only outcome data is published."
enrollment_mcas,2015,FY2015,118,Enrollment,Monty Tech enrollment by member town,one member town,"1,418 students in grades nine through twelve",yes,messy,19,"Lunenburg (78). Fitchburg (368) is the largest. 26 students from out-of-district towns (Ayer, Clinton, Lancaster, Leominster, Orange, Shirley, Webster, Worcester). Also on the same page: 631 applications received, 338 freshmen and 3 upperclassmen admitted."
enrollment_mcas,2015,FY2015,120-133,Vocational Projects in the District Communities,Monty Tech vocational programme enrollment by sex,one vocational programme,,no,messy,19,"Nineteen such parentheticals are present for twenty programmes -- at least one paragraph does not carry the count, and one is written '(Total enrollment: 91, 0 males, 91 females)' with a comma instead of a semicolon. The sex split is stark in several trades (Cabinetmaking 69 males / 2 females; Healt"
enrollment_mcas,2016,FY2016,101,"Enrollment February 15, 2017",District enrollment by grade and residency,one grade level,All Schools Total 1589 48 1637,yes,clean,22,"THE COLUMNS CHANGED: FY2015's table had a 'Shirley Students' column (2 students in grade 12); it is gone this year, so the FY2015 and FY2016 tables have different widths. THE SCHOOL BOUNDARIES ALSO CHANGED -- the district went from three schools (Primary PK-3, THMS 4-7, LHS 8-12) to four (Primary PK"
