video_id,board_slug,board_name,title_stem,meetings_folder,in_agenda_center,meeting_date,classification_source,classified_by,classified_at
j9YeimEp0a4,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2017-03-16,model,claude-opus-5 (1M context),2026-09-08
btcPbnIa8Pg,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2017-03-15,model,claude-opus-5 (1M context),2026-09-08
AWUrHtXyJi4,select-board,Select Board,Selectmen Meeting,select-board,yes,2017-03-15,model,claude-opus-5 (1M context),2026-09-08
wHxTGn9AYqY,planning-board,Planning Board,Planning Board,planning-board,yes,2017-03-13,model,claude-opus-5 (1M context),2026-09-08
BNWNzB5AQWM,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2017-03-09,model,claude-opus-5 (1M context),2026-09-08
ti1RpLv15CQ,stormwater-task-force,Stormwater Task Force,Stormwater Task Force,stormwater-task-force,yes,,model,claude-opus-5 (1M context),2026-09-08
3p1p8-Pkubg,zoning-board-of-appeals,Zoning Board of Appeals,ZBA Meeting,zoning-board-of-appeals,yes,2017-03-08,model,claude-opus-5 (1M context),2026-09-08
4V3PvKyJeXc,select-board,Select Board,Selectmen Meeting,select-board,yes,2017-03-07,model,claude-opus-5 (1M context),2026-09-08
LPc6G40cY6k,select-board,Select Board,Selectmen Meeting Part 3,select-board,yes,2017-02-28,model,claude-opus-5 (1M context),2026-09-08
nvqjLRWBG54,select-board,Select Board,Selectmen Meeting Part2,select-board,yes,2017-02-28,model,claude-opus-5 (1M context),2026-09-08
boXGhcTVyW0,school-committee,School Committee,School Committee,school-committee,yes,2017-03-01,model,claude-opus-5 (1M context),2026-09-08
t8Q0z9qOY0s,select-board,Select Board,Selectmen Meeting Part1,select-board,yes,2017-02-28,model,claude-opus-5 (1M context),2026-09-08
-FuaMvhFnuU,sewer-commission,Sewer Commission,Sewer Commission Part 2,sewer-commission,yes,2017-02-28,model,claude-opus-5 (1M context),2026-09-08
oYHtiTDlXU0,sewer-commission,Sewer Commission,Sewer Commission Part 1,sewer-commission,yes,2017-02-28,model,claude-opus-5 (1M context),2026-09-08
8KWBxauCHxs,planning-board,Planning Board,Planning Board,planning-board,yes,2017-02-27,model,claude-opus-5 (1M context),2026-09-08
ByD0v0J1F3Q,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2017-02-23,model,claude-opus-5 (1M context),2026-09-08
4JTT5bvlwDk,school-committee,School Committee,School Committee,school-committee,yes,2017-02-15,model,claude-opus-5 (1M context),2026-09-08
GI3xyP6PeiY,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2017-02-15,model,claude-opus-5 (1M context),2026-09-08
skGFZEmM1sw,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2017-02-16,model,claude-opus-5 (1M context),2026-09-08
X-LccHsLiGE,select-board,Select Board,Selectmen Meeting,select-board,yes,2017-02-14,model,claude-opus-5 (1M context),2026-09-08
oO1ES03BG74,school-building-committee,School Building Committee,School Building Committee,school-building-committee-meeting,yes,2017-02-08,model,claude-opus-5 (1M context),2026-09-08
KCzQoeRppKs,school-committee,School Committee,School Committee,school-committee,yes,2017-02-01,model,claude-opus-5 (1M context),2026-09-08
MD5vODDm39o,cemetery-commission,Cemetery Commission,Cemetery Commission,cemetery-commission,yes,2017-01-31,model,claude-opus-5 (1M context),2026-09-08
mWBnkMT_jVw,sewer-commission,Sewer Commission,Sewer Commission Meeting,sewer-commission,yes,2017-01-31,model,claude-opus-5 (1M context),2026-09-08
nphqtGdI-es,select-board,Select Board,Selectmen Meeting,select-board,yes,2017-01-24,model,claude-opus-5 (1M context),2026-09-08
9D6d_lxVCRc,school-committee,School Committee,School Committee,school-committee,yes,2017-01-18,model,claude-opus-5 (1M context),2026-09-08
c5B4Mrrb1xw,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2017-01-18,model,claude-opus-5 (1M context),2026-09-08
2Q1lKjb9hoo,select-board,Select Board,Selectmen Meeting,select-board,yes,2017-01-17,model,claude-opus-5 (1M context),2026-09-08
spWtEnps7eQ,school-building-committee,School Building Committee,School Building Committee,school-building-committee-meeting,yes,2017-01-11,model,claude-opus-5 (1M context),2026-09-08
E6i2SO4IcrY,zoning-board-of-appeals,Zoning Board of Appeals,ZBA,zoning-board-of-appeals,yes,2017-01-11,model,claude-opus-5 (1M context),2026-09-08
qkxk6pb-BaY,select-board,Select Board,Selectmen Meeting,select-board,yes,2017-01-10,model,claude-opus-5 (1M context),2026-09-08
ZpoXshskWr4,planning-board,Planning Board,Planning Board,planning-board,yes,2017-01-09,model,claude-opus-5 (1M context),2026-09-08
dkScAzzI2DI,school-committee,School Committee,School Committee,school-committee,yes,2017-01-04,model,claude-opus-5 (1M context),2026-09-08
RQ_Bai_7RlM,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-12-27,model,claude-opus-5 (1M context),2026-09-08
sNgauFV-wbY,school-committee,School Committee,School Committee,school-committee,yes,2016-12-21,model,claude-opus-5 (1M context),2026-09-08
VI8bJReL5Tw,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2016-12-21,model,claude-opus-5 (1M context),2026-09-08
2w-vTTQqVPo,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-12-20,model,claude-opus-5 (1M context),2026-09-08
cBob1_xChek,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board,zoning-board-of-appeals,yes,2016-12-14,model,claude-opus-5 (1M context),2026-09-08
2RsDexPJG0A,school-building-committee,School Building Committee,School Building Committee,school-building-committee-meeting,yes,2016-12-14,model,claude-opus-5 (1M context),2026-09-08
9tTZ765r_Qk,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-12-13,model,claude-opus-5 (1M context),2026-09-08
iJH_d3I5MoU,planning-board,Planning Board,Planning Board,planning-board,yes,2016-12-12,model,claude-opus-5 (1M context),2026-09-08
wj7qfK9iAWc,school-committee,School Committee,School Committee Meeting,school-committee,yes,2016-12-07,model,claude-opus-5 (1M context),2026-09-08
zP3ljE4qKO0,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-12-06,model,claude-opus-5 (1M context),2026-09-08
at3ZKNaP6EE,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2016-11-29,model,claude-opus-5 (1M context),2026-09-08
p4wd3cr3-uQ,town-meeting,Town Meeting,Lunenburg Special TownMeeting,,NO,2016-11-28,model,claude-opus-5 (1M context),2026-09-08
kOo1uSGCDmY,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-11-22,model,claude-opus-5 (1M context),2026-09-08
tvOosCADOcs,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2016-11-17,model,claude-opus-5 (1M context),2026-09-08
KzaRR629TN0,school-committee,School Committee,School Committee Meeting,school-committee,yes,2016-11-16,model,claude-opus-5 (1M context),2026-09-08
-q9qo_ZDlqs,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2016-11-16,model,claude-opus-5 (1M context),2026-09-08
PfxUSqmW4zs,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-11-15,model,claude-opus-5 (1M context),2026-09-08
ftHWp1CWDzw,planning-board,Planning Board,Planning Board,planning-board,yes,2016-11-14,model,claude-opus-5 (1M context),2026-09-08
L0rFI-EPmjg,school-building-committee,School Building Committee,School Building Committee,school-building-committee-meeting,yes,2016-11-09,model,claude-opus-5 (1M context),2026-09-08
vGjOcNHZ8YQ,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2016-11-10,model,claude-opus-5 (1M context),2026-09-08
xHREXiiAq0Y,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-11-08,model,claude-opus-5 (1M context),2026-09-08
e-vvQx8XdvI,school-committee,School Committee,School Committee,school-committee,yes,2016-11-02,model,claude-opus-5 (1M context),2026-09-08
eMbiItjB9fI,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-11-01,model,claude-opus-5 (1M context),2026-09-08
3kJqVHnCvrk,zoning-board-of-appeals,Zoning Board of Appeals,ZBA Meeting,zoning-board-of-appeals,yes,2016-10-26,model,claude-opus-5 (1M context),2026-09-08
HT7xLBtukXk,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-10-25,model,claude-opus-5 (1M context),2026-09-08
CiGco0tBQh4,planning-board,Planning Board,Planning Board Meeting,planning-board,yes,2016-10-24,model,claude-opus-5 (1M context),2026-09-08
PDPSGkIpTS0,conservation-commission,Conservation Commission,ConservationComm Part2,conservation-commission,yes,2016-10-19,model,claude-opus-5 (1M context),2026-09-08
DN1Lcv_UCUw,conservation-commission,Conservation Commission,ConservationComm Part1,conservation-commission,yes,2016-10-19,model,claude-opus-5 (1M context),2026-09-08
cnggZkXLfLg,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-10-18,model,claude-opus-5 (1M context),2026-09-08
fDmmB2rBBNQ,school-building-committee,School Building Committee,School Building Committee,school-building-committee-meeting,yes,2016-10-12,model,claude-opus-5 (1M context),2026-09-08
Ri7Mar2I0k4,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-10-11,model,claude-opus-5 (1M context),2026-09-08
zXNhae_fT-Y,school-committee,School Committee,School Committee Meeting,school-committee,yes,2016-10-05,model,claude-opus-5 (1M context),2026-09-08
_q-qF0UXhZs,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-10-04,model,claude-opus-5 (1M context),2026-09-08
QXvujfJvX7c,planning-board,Planning Board,Planning Board,planning-board,yes,2016-09-26,model,claude-opus-5 (1M context),2026-09-08
yi2tICzFnpY,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2016-09-21,model,claude-opus-5 (1M context),2026-09-08
RRJT2UcTy1U,select-board,Select Board,Selectmen Mtg,select-board,yes,2016-09-20,model,claude-opus-5 (1M context),2026-09-08
claigaKFwNc,school-building-committee,School Building Committee,School Building Committee,school-building-committee-meeting,yes,2016-09-14,model,claude-opus-5 (1M context),2026-09-08
D7Q-TTlk4-A,zoning-board-of-appeals,Zoning Board of Appeals,ZBA,zoning-board-of-appeals,yes,2016-09-14,model,claude-opus-5 (1M context),2026-09-08
0VWIFVio8AE,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-09-13,model,claude-opus-5 (1M context),2026-09-08
lz7k_Gz4-RQ,planning-board,Planning Board,Planning Board,planning-board,yes,2016-09-12,model,claude-opus-5 (1M context),2026-09-08
ude9IPuQbdA,school-committee,School Committee,School Committee,school-committee,yes,2016-09-07,model,claude-opus-5 (1M context),2026-09-08
udBtPlds5no,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-09-06,model,claude-opus-5 (1M context),2026-09-08
OCB44j0r2Mk,sewer-commission,Sewer Commission,Sewer Commission Meeting,sewer-commission,yes,2016-08-30,model,claude-opus-5 (1M context),2026-09-08
wtknPQvfmj8,town-meeting,Town Meeting,Lunenburg Special Town Meeting,,NO,2016-08-22,model,claude-opus-5 (1M context),2026-09-08
Xq1X5DeCS0M,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-08-23,model,claude-opus-5 (1M context),2026-09-08
gI6KDES9l6s,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2016-08-17,model,claude-opus-5 (1M context),2026-09-08
4gXwOsnEtDI,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2016-08-11,model,claude-opus-5 (1M context),2026-09-08
41ZzgeJmJhY,school-building-committee,School Building Committee,School Building Committee,school-building-committee-meeting,yes,2016-08-10,model,claude-opus-5 (1M context),2026-09-08
D-wnzKC4VFw,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-08-09,model,claude-opus-5 (1M context),2026-09-08
dHiG7vziL3E,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-08-02,model,claude-opus-5 (1M context),2026-09-08
B1POiLSefVs,sewer-commission,Sewer Commission,Sewer Commission Meeting,sewer-commission,yes,2016-07-26,model,claude-opus-5 (1M context),2026-09-08
CQ-PXmoGQw8,planning-board,Planning Board,Planning Board Meeting,planning-board,yes,2016-07-25,model,claude-opus-5 (1M context),2026-09-08
1besHLiq6UM,conservation-commission,Conservation Commission,Conservation Commission Meeting,conservation-commission,yes,2016-07-20,model,claude-opus-5 (1M context),2026-09-08
my4cqe8eN18,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-07-19,model,claude-opus-5 (1M context),2026-09-08
GNbmXcyuFWI,school-building-committee,School Building Committee,School Building Committee,school-building-committee-meeting,yes,2016-07-13,model,claude-opus-5 (1M context),2026-09-08
V-49ZZyqATw,zoning-board-of-appeals,Zoning Board of Appeals,ZBA,zoning-board-of-appeals,yes,2016-07-13,model,claude-opus-5 (1M context),2026-09-08
5XORuQxPVCg,school-committee,School Committee,School Committee,school-committee,yes,2016-07-06,model,claude-opus-5 (1M context),2026-09-08
seZ6u_kZSnE,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-07-05,model,claude-opus-5 (1M context),2026-09-08
PyOa0-ZZ2nU,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2016-06-28,model,claude-opus-5 (1M context),2026-09-08
VutkZfqfVxE,planning-board,Planning Board,Planning Board,planning-board,yes,2016-06-27,model,claude-opus-5 (1M context),2026-09-08
9MMrXMccais,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-06-21,model,claude-opus-5 (1M context),2026-09-08
CbRnJhxVg0w,conservation-commission,Conservation Commission,Conservation Commission,conservation-commission,yes,2016-06-15,model,claude-opus-5 (1M context),2026-09-08
jpmN87kMxko,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-06-14,model,claude-opus-5 (1M context),2026-09-08
vp2EPRdHD6Y,planning-board,Planning Board,Planning Board,planning-board,yes,2016-06-13,model,claude-opus-5 (1M context),2026-09-08
Fg_DpvYzHHE,school-building-committee,School Building Committee,School Building Committee,school-building-committee-meeting,yes,2016-06-08,model,claude-opus-5 (1M context),2026-09-08
_SwU8p73DGw,zoning-board-of-appeals,Zoning Board of Appeals,ZBA,zoning-board-of-appeals,yes,2016-06-08,model,claude-opus-5 (1M context),2026-09-08
R1t9hfniKkc,school-committee,School Committee,School Committee,school-committee,yes,2016-06-01,model,claude-opus-5 (1M context),2026-09-08
HPmmacnyGSc,zoning-board-of-appeals,Zoning Board of Appeals,ZBA Meeting,zoning-board-of-appeals,yes,2016-05-25,model,claude-opus-5 (1M context),2026-09-08
tt0AFosdrCk,planning-board,Planning Board,Planning Board,planning-board,yes,2016-05-23,model,claude-opus-5 (1M context),2026-09-08
bmipF6xuuvM,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-05-17,model,claude-opus-5 (1M context),2026-09-08
q3JgjhomsAo,zoning-board-of-appeals,Zoning Board of Appeals,ZBA,zoning-board-of-appeals,yes,2016-05-11,model,claude-opus-5 (1M context),2026-09-08
_K89gi5cI4k,school-building-committee,School Building Committee,School Building Committee,school-building-committee-meeting,yes,2016-05-11,model,claude-opus-5 (1M context),2026-09-08
aHq1XL7w2tc,planning-board,Planning Board,Planning Board,planning-board,yes,2016-05-09,model,claude-opus-5 (1M context),2026-09-08
N4GIzCwDgM4,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-05-10,model,claude-opus-5 (1M context),2026-09-08
CA62G_xdgX0,school-committee,School Committee,School Committee,school-committee,yes,2016-05-04,model,claude-opus-5 (1M context),2026-09-08
Lj-VhDQJaDM,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-05-03,model,claude-opus-5 (1M context),2026-09-08
A2i3Pc2z5B8,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2016-04-26,model,claude-opus-5 (1M context),2026-09-08
ms-Y1B8Ov_E,planning-board,Planning Board,Planning Board,planning-board,yes,2016-04-25,model,claude-opus-5 (1M context),2026-09-08
ViDq5-zXkw0,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-04-19,model,claude-opus-5 (1M context),2026-09-08
RDWhhvw5NPA,school-building-committee,School Building Committee,School Building Committee,school-building-committee-meeting,yes,2016-04-13,model,claude-opus-5 (1M context),2026-09-08
qiX11MYfaww,zoning-board-of-appeals,Zoning Board of Appeals,ZBA Meeting,zoning-board-of-appeals,yes,2016-04-13,model,claude-opus-5 (1M context),2026-09-08
Dq2p5EpVLcQ,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-04-12,model,claude-opus-5 (1M context),2026-09-08
39XT4mf5GJY,planning-board,Planning Board,Planning Board,planning-board,yes,2016-04-11,model,claude-opus-5 (1M context),2026-09-08
sh2JMKofkRo,school-committee,School Committee,School Committee,school-committee,yes,2016-04-06,model,claude-opus-5 (1M context),2026-09-08
CEssWALaZ30,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-04-05,model,claude-opus-5 (1M context),2026-09-08
p2XdUcCIN7U,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2016-03-31,model,claude-opus-5 (1M context),2026-09-08
tK67wrcw7Tc,sewer-commission,Sewer Commission,Sewer Commission Meeting,sewer-commission,yes,2016-03-29,model,claude-opus-5 (1M context),2026-09-08
wDUYPN5lwIg,planning-board,Planning Board,Planning Board Meeting,planning-board,yes,2016-03-28,model,claude-opus-5 (1M context),2026-09-08
O5VFVyiIjgY,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2016-03-24,model,claude-opus-5 (1M context),2026-09-08
8P6UIIeFT7c,school-building-committee,School Building Committee,School Building Committee,school-building-committee-meeting,yes,2016-03-23,model,claude-opus-5 (1M context),2026-09-08
p670gNfJg2Q,zoning-board-of-appeals,Zoning Board of Appeals,ZBA,zoning-board-of-appeals,yes,2016-03-23,model,claude-opus-5 (1M context),2026-09-08
CFHaaGaxOM4,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-03-22,model,claude-opus-5 (1M context),2026-09-08
ulW8Mamhyxs,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2016-03-17,model,claude-opus-5 (1M context),2026-09-08
vKFlrWseC_A,select-board,Select Board,selectmen,select-board,yes,2016-03-15,model,claude-opus-5 (1M context),2026-09-08
gmbkzK59nos,planning-board,Planning Board,planning,planning-board,yes,2016-03-14,model,claude-opus-5 (1M context),2026-09-08
V_by9zRb4pU,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2016-03-10,model,claude-opus-5 (1M context),2026-09-08
Y64C6j34UCk,select-board,Select Board,Selectmen,select-board,yes,2016-03-08,model,claude-opus-5 (1M context),2026-09-08
glMTnG-sdKY,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2016-03-03,model,claude-opus-5 (1M context),2026-09-08
fEIzGwK8yqk,school-committee,School Committee,SchoolComm,school-committee,yes,2016-03-02,model,claude-opus-5 (1M context),2026-09-08
4SbmpbG0VYk,select-board,Select Board,selectmen,select-board,yes,2016-03-01,model,claude-opus-5 (1M context),2026-09-08
RyDdMEa-xBI,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2016-02-23,model,claude-opus-5 (1M context),2026-09-08
9AlkD_ffurE,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2016-02-25,model,claude-opus-5 (1M context),2026-09-08
UgNSdIn3C6k,planning-board,Planning Board,Planning Board,planning-board,yes,2016-02-22,model,claude-opus-5 (1M context),2026-09-08
303ZekkWayk,finance-committee,Finance Committee,Finance Committee Meeting,finance-committee,yes,2016-02-18,model,claude-opus-5 (1M context),2026-09-08
mdsVm39fCQE,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-02-16,model,claude-opus-5 (1M context),2026-09-08
VFmXDqbsesw,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2016-02-11,model,claude-opus-5 (1M context),2026-09-08
_XXd7eUsUes,school-building-committee,School Building Committee,School Building Committee,school-building-committee-meeting,yes,2016-02-10,model,claude-opus-5 (1M context),2026-09-08
_nTRPTPXN0I,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-02-09,model,claude-opus-5 (1M context),2026-09-08
DCyZCPrC7Jw,finance-committee,Finance Committee,fincom,finance-committee,yes,2016-02-04,model,claude-opus-5 (1M context),2026-09-08
YQCIx6Z_q-g,school-committee,School Committee,School Committee,school-committee,yes,2016-02-03,model,claude-opus-5 (1M context),2026-09-08
tETVoGvEWek,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-02-02,model,claude-opus-5 (1M context),2026-09-08
ONLoyi6CxU4,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2016-01-28,model,claude-opus-5 (1M context),2026-09-08
oeQeiVWo1HU,zoning-board-of-appeals,Zoning Board of Appeals,ZBA,zoning-board-of-appeals,yes,2016-01-27,model,claude-opus-5 (1M context),2026-09-08
H-eS9G6-hmI,sewer-commission,Sewer Commission,sewer,sewer-commission,yes,2016-01-26,model,claude-opus-5 (1M context),2026-09-08
Ck-9Go84Y8Q,planning-board,Planning Board,Planning Board,planning-board,yes,2016-01-25,model,claude-opus-5 (1M context),2026-09-08
YSShNfHEX0I,school-building-committee,School Building Committee,SchoolBuildingComm,school-building-committee-meeting,yes,2016-01-13,model,claude-opus-5 (1M context),2026-09-08
bvHsQRo8Ci8,select-board,Select Board,selectmen,select-board,yes,2016-01-19,model,claude-opus-5 (1M context),2026-09-08
lBxAzdtaAAo,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2016-01-14,model,claude-opus-5 (1M context),2026-09-08
FwJY2tKD3P0,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-01-12,model,claude-opus-5 (1M context),2026-09-08
gMwA7MkZ8_A,planning-board,Planning Board,Planning Board,planning-board,yes,2016-01-11,model,claude-opus-5 (1M context),2026-09-08
vRAC0nEhTjg,school-committee,School Committee,School Committee,school-committee,yes,2016-01-06,model,claude-opus-5 (1M context),2026-09-08
TurTH9hYAZA,select-board,Select Board,Selectmen Meeting,select-board,yes,2016-01-05,model,claude-opus-5 (1M context),2026-09-08
Zsy4jo8dDnc,select-board,Select Board,selectmen,select-board,yes,2015-12-15,model,claude-opus-5 (1M context),2026-09-08
pXQZuESeABk,planning-board,Planning Board,Planning Board,planning-board,yes,2015-12-14,model,claude-opus-5 (1M context),2026-09-08
h21K3ZzZ1GQ,zoning-board-of-appeals,Zoning Board of Appeals,ZBA,zoning-board-of-appeals,yes,2015-12-09,model,claude-opus-5 (1M context),2026-09-08
mR13RjEurjw,select-board,Select Board,Selectmen Meeting,select-board,yes,2015-12-08,model,claude-opus-5 (1M context),2026-09-08
3f4_33SDs18,finance-committee,Finance Committee,Fnance Committe Meeting,finance-committee,yes,2015-12-03,model,claude-opus-5 (1M context),2026-09-08
7s0NPVuk5Ns,school-committee,School Committee,School Committee,school-committee,yes,2015-12-02,model,claude-opus-5 (1M context),2026-09-08
lvGupxmEWCM,select-board,Select Board,Selectmen Meeting,select-board,yes,2015-12-01,model,claude-opus-5 (1M context),2026-09-08
Ze4fcNdOD7s,planning-board,Planning Board,Planning Board,planning-board,yes,2015-11-23,model,claude-opus-5 (1M context),2026-09-08
7mMsIL0TT3E,town-meeting,Town Meeting,LUNENBURG SPECIAL TOWN MEETING FULL,,NO,2015-11-16,model,claude-opus-5 (1M context),2026-09-08
cwYvPPZw_qk,select-board,Select Board,selectmen,select-board,yes,2015-11-17,model,claude-opus-5 (1M context),2026-09-08
jE7wqiSdkXY,finance-committee,Finance Committee,Finance Committee,finance-committee,yes,2015-11-12,model,claude-opus-5 (1M context),2026-09-08
1-4x_0cy03E,planning-board,Planning Board,Planning Board,planning-board,yes,2015-11-09,model,claude-opus-5 (1M context),2026-09-08
EagIPwzBGxw,school-committee,School Committee,School Committee,school-committee,yes,2015-11-04,model,claude-opus-5 (1M context),2026-09-08
cTkc4roSbjk,select-board,Select Board,Selectmen Meeting,select-board,yes,2015-11-03,model,claude-opus-5 (1M context),2026-09-08
dagI7HJ6YGE,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2015-10-28,model,claude-opus-5 (1M context),2026-09-08
6MuuKvu_aM0,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2015-10-27,model,claude-opus-5 (1M context),2026-09-08
ntsXeefvqvQ,planning-board,Planning Board,Planning Board,planning-board,yes,2015-10-26,model,claude-opus-5 (1M context),2026-09-08
lnhRv2sFDF4,select-board,Select Board,Selectmen Meeting,select-board,yes,2015-10-20,model,claude-opus-5 (1M context),2026-09-08
bnjUDBuLwVk,zoning-board-of-appeals,Zoning Board of Appeals,Zoning A,zoning-board-of-appeals,yes,2015-10-14,model,claude-opus-5 (1M context),2026-09-08
O85CPwYLOJ0,select-board,Select Board,Selectmen Meeting,select-board,yes,2015-10-13,model,claude-opus-5 (1M context),2026-09-08
NDMkEeJwaTo,school-committee,School Committee,School Comm,school-committee,yes,2015-10-07,model,claude-opus-5 (1M context),2026-09-08
d7qqDBNCfkg,select-board,Select Board,Selectmen Meeting,select-board,yes,2015-10-06,model,claude-opus-5 (1M context),2026-09-08
ZdONmfH8nfM,sewer-commission,Sewer Commission,Sewer Commission,sewer-commission,yes,2015-09-29,model,claude-opus-5 (1M context),2026-09-08
LA9QuPv96uQ,planning-board,Planning Board,Planning Board,planning-board,yes,2015-09-28,model,claude-opus-5 (1M context),2026-09-08
a7Kkrfo2QSI,select-board,Select Board,Selectmen Meeting,select-board,yes,2015-09-22,model,claude-opus-5 (1M context),2026-09-08
dWN_s-13snY,select-board,Select Board,Selectmen Meeting,select-board,yes,2015-09-15,model,claude-opus-5 (1M context),2026-09-08
nDaLFc-i13M,planning-board,Planning Board,plannin,planning-board,yes,2015-09-14,model,claude-opus-5 (1M context),2026-09-08
4qqq7f4IV5c,zoning-board-of-appeals,Zoning Board of Appeals,ZBA,zoning-board-of-appeals,yes,2015-09-09,model,claude-opus-5 (1M context),2026-09-08
ynG-gO07NCk,school-committee,School Committee,school A,school-committee,yes,2015-09-02,model,claude-opus-5 (1M context),2026-09-08
SWCjsc7A2us,select-board,Select Board,selectmen,select-board,yes,2015-09-01,model,claude-opus-5 (1M context),2026-09-08
gr-sxtJr4w8,sewer-commission,Sewer Commission,sewer,sewer-commission,yes,2015-08-25,model,claude-opus-5 (1M context),2026-09-08
OMdj-WhjYXc,planning-board,Planning Board,planning,planning-board,yes,2015-08-24,model,claude-opus-5 (1M context),2026-09-08
PdZfICnccn8,select-board,Select Board,Selectmen,select-board,yes,2015-08-18,model,claude-opus-5 (1M context),2026-09-08
qtgT6xh-5hI,ferc,Federal Energy Regulatory Commission,FERC Meeting,,NO,2015-08-12,model,claude-opus-5 (1M context),2026-09-08
oueYcG8d1SU,planning-board,Planning Board,planning,planning-board,yes,2015-08-10,model,claude-opus-5 (1M context),2026-09-08
emWpNgnAeBU,select-board,Select Board,selectmen,select-board,yes,2015-08-11,model,claude-opus-5 (1M context),2026-09-08
VujIIingwsQ,ma-efsb,Massachusetts Energy Facilities Siting Board,MA Energy Facilities Siting Board - Kinder Morgan Hearing,,NO,2015-08-06,model,claude-opus-5 (1M context),2026-09-08
gUk23Y_mwqs,select-board,Select Board,Selectmen B,select-board,yes,2015-08-04,model,claude-opus-5 (1M context),2026-09-08
ryr_g72UxcU,lunenburg-water-district,Lunenburg Water District,Lunenburg Water District Meeting,,NO,,model,claude-opus-5 (1M context),2026-09-08
Ih_mmbZG970,planning-board,Planning Board,planning,planning-board,yes,2015-07-27,model,claude-opus-5 (1M context),2026-09-08
bbWBaDEruLw,select-board,Select Board,selectmen,select-board,yes,2015-07-21,model,claude-opus-5 (1M context),2026-09-08
ZCAzAkpOHME,zoning-board-of-appeals,Zoning Board of Appeals,Zoning Board of Appeals,zoning-board-of-appeals,yes,2015-07-22,model,claude-opus-5 (1M context),2026-09-08
0n2O91nf7Bw,select-board,Select Board,Selectmen 1,select-board,yes,2015-07-14,model,claude-opus-5 (1M context),2026-09-08
