label,upstream,local,text,bytes,sha256,read,page,school_year,meeting_date
FY19 School Department Proposed Budget for Budget Hearing Updated 3-30-18,https://drive.google.com/file/d/1y3LVA_hxJR5tT-FNmLDH4NwkW2Wrc5Lp/view?usp=sharing,sources/district-budget/docs/fy19-school-department-proposed-budget-for-budget-hearing-updated-3-30.pdf,sources/district-budget/text/fy19-school-department-proposed-budget-for-budget-hearing-updated-3-30.txt,2766082,42e1ee6793ca207fae3f660f28fffb78f8176a233336cb966df4b7aa016147e8,ocr,budget,,
FY19 School Level Service Budget 3%,https://drive.google.com/file/d/1skXK_5dwnGzE4i2C89Zn6dE4v_AjJcS2/view?usp=sharing,sources/district-budget/docs/fy19-school-level-service-budget-3.pdf,sources/district-budget/text/fy19-school-level-service-budget-3.txt,466307,a56d20a3aa973e9ce39bb840bfabf14f2257e8bf2f7ef4f2f14aa5939d23fbb4,pdf text layer,budget,,
FY19 Supt. Proposed Expense Budget,https://drive.google.com/file/d/1qRQthVwrMOc6uP-L5707WJUO6m_twKls/view?usp=sharing,sources/district-budget/docs/fy19-supt-proposed-expense-budget.pdf,sources/district-budget/text/fy19-supt-proposed-expense-budget.txt,623724,1bfb68744d4f63d412e0c1bdea5e806e324e71952389b23048f69ab1a8727afa,pdf text layer,budget,,
FY19 Supt. Proposed Personnel Budget,https://drive.google.com/file/d/1hFapn8xWkG3SH_Hbqkhte-SNm2dIlidN/view?usp=sharing,sources/district-budget/docs/fy19-supt-proposed-personnel-budget.pdf,sources/district-budget/text/fy19-supt-proposed-personnel-budget.txt,536693,a15195a76b131f24c79949371f72c85cf5c2bb71011cd6d1126560f1e76d1252,pdf text layer,budget,,
FY19 Proposed Primary School Budget,https://drive.google.com/file/d/1ghfEP1OAmsD3_3VJhWijBD0oTlJFcMMO/view?usp=sharing,sources/district-budget/docs/fy19-proposed-primary-school-budget.pdf,sources/district-budget/text/fy19-proposed-primary-school-budget.txt,60523,3b87a598ea89f9f37fb570ee9508f080a60b053de18d2651bba55a9a26a9792b,ocr,budget,,
FY19 Proposed Elementary School Budget,https://drive.google.com/file/d/1e-rT_X-9uIY5NiHDKhAJlmqlmZx3Bk32/view?usp=sharing,sources/district-budget/docs/fy19-proposed-elementary-school-budget.pdf,sources/district-budget/text/fy19-proposed-elementary-school-budget.txt,62951,4ded6c56e177104c96487b9344382460110c6dbd2bd8a0b21da0cece6038c30e,ocr,budget,,
FY19 Proposed Middle School Budget,https://drive.google.com/file/d/1Wkm4BZBAUrAxu8B2HFmg_g83CX4M5dfH/view?usp=sharing,sources/district-budget/docs/fy19-proposed-middle-school-budget.pdf,sources/district-budget/text/fy19-proposed-middle-school-budget.txt,93504,1c8725b086c75b2fe9112cb0f864f3f19c89c3d0c0cc432f1288414d377ef511,ocr,budget,,
FY19 Proposed High School Budget,https://drive.google.com/file/d/1t_Uv4FLTdFvqsSiOokeRAubyVAwUUb8J/view?usp=sharing,sources/district-budget/docs/fy19-proposed-high-school-budget.pdf,sources/district-budget/text/fy19-proposed-high-school-budget.txt,117025,fea7a3d814a862b6379d18f0aa57afb7f9c699da5de7885c0fe06d494f27e805,ocr,budget,,
FY19 Proposed Special Services Budget,https://drive.google.com/file/d/1X2KXosx0p75RgCZ1fBSuywlmeeL0nQ04/view?usp=sharing,sources/district-budget/docs/fy19-proposed-special-services-budget.pdf,sources/district-budget/text/fy19-proposed-special-services-budget.txt,56390,06dbf4124c82e9ca053437ff1e8e4ce46d75b93bb96bfec8b4fb57f1ad8cc095,ocr,budget,,
FY19 Proposed Technology Budget,https://drive.google.com/file/d/1jWw7xlJ0pwVX8L9HNVvn5-gqGu9_a7f0/view?usp=sharing,sources/district-budget/docs/fy19-proposed-technology-budget.pdf,sources/district-budget/text/fy19-proposed-technology-budget.txt,322492,0cca86a7497c4aacd4b9bea2278a17fef1d1575a62c61e25c7fa5754310fd0d8,pdf text layer,budget,,
FY19 Proposed Maintenance Budget,https://drive.google.com/file/d/1_c5j70z6xl22mv84TptHXP5Ioj-8hzc-/view?usp=sharing,sources/district-budget/docs/fy19-proposed-maintenance-budget.pdf,sources/district-budget/text/fy19-proposed-maintenance-budget.txt,22257,8544ac1ec562c6149949ef97b9c8cac3c2ea09d0f67a66f503c0b7949dc1f634,pdf text layer,budget,,
FY19 Proposed Health Budget,https://drive.google.com/file/d/1d3vq_Ox8kX3bOFk3AVmqOmDUNvKP06pK/view?usp=sharing,sources/district-budget/docs/fy19-proposed-health-budget.pdf,sources/district-budget/text/fy19-proposed-health-budget.txt,313973,60b9968ce055b7c356bb63b519e1612a36216e4301087370d3d569e0bd6ef5d5,pdf text layer,budget,,
FY19 Proposed Athletics Budget,https://drive.google.com/file/d/1UYTAQzmTbbv2kBVus4zR8lN3i0jqzaTn/view?usp=sharing,sources/district-budget/docs/fy19-proposed-athletics-budget.pdf,sources/district-budget/text/fy19-proposed-athletics-budget.txt,20644,e0a7c5baa041112c484f4059130f2ec2348325d1fe29b01e52af42d549430858,pdf text layer,budget,,
FY18 NON-PERSONNEL Supt. Recommended Budget Revised 6-6-17,https://drive.google.com/file/d/0B9UcBKxgqY3Pc3ZKZ004VWZiRVE/view?usp=sharing,sources/district-budget/docs/fy18-non-personnel-supt-recommended-budget-revised-6-6-17.pdf,sources/district-budget/text/fy18-non-personnel-supt-recommended-budget-revised-6-6-17.txt,444717,91f6e5a5f8d2b0c71ec15aef27945d6225e963a27c60c66b34bfe3544e0915dd,pdf text layer,budget,,
FY18 PERSONNEL Supt. Recommended Budget Revised 6-6-17,https://drive.google.com/file/d/0B9UcBKxgqY3PSFFoQ2oyRVJjcFk/view?usp=sharing,sources/district-budget/docs/fy18-personnel-supt-recommended-budget-revised-6-6-17.pdf,sources/district-budget/text/fy18-personnel-supt-recommended-budget-revised-6-6-17.txt,202679,d49b96403797a2d21526ea42361c0bc90ad437070f5616db5fceca026af4a2f0,pdf text layer,budget,,
School Committee Agenda,https://drive.google.com/file/d/14waXF3i7C7-YCuF7SWNX9SN20GMWhgQH/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2026-2027-school-committee-agenda.pdf,sources/district-budget/text/sc-meetings/2026-2027-school-committee-agenda.txt,135180,e0cd008c1da61af1f56e7e3524af0969646f4cd7dfa25bdda30b9f50f23e5bc2,pdf text layer,sc-meetings,2026-2027,
8th Grade Washington DC Trip,https://drive.google.com/file/d/1JdFz6kjdjduYVSfdc9CK941weDTK_Ml4/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2026-2027-8th-grade-washington-dc-trip.pdf,sources/district-budget/text/sc-meetings/2026-2027-8th-grade-washington-dc-trip.txt,2740272,e780d7876ac5fa114a5ee029e248eca6c67bb0e703890dc4e19ca074c3d153f1,ocr,sc-meetings,2026-2027,
School Committee Agenda,https://drive.google.com/file/d/1vBVWjWS5e_GrCTNwMy3-JKy95egAVASq/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2026-2027-school-committee-agenda.pdf,sources/district-budget/text/sc-meetings/2026-2027-school-committee-agenda.txt,135180,e0cd008c1da61af1f56e7e3524af0969646f4cd7dfa25bdda30b9f50f23e5bc2,pdf text layer,sc-meetings,2026-2027,
School Committee Operating Protocols,https://drive.google.com/file/d/1jHN2L5_qdkr7NzqtKNbe1doLLkGEyx1J/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2026-2027-school-committee-operating-protocols.pdf,sources/district-budget/text/sc-meetings/2026-2027-school-committee-operating-protocols.txt,498402,a0d13750e6de39144711477d0f9d76d847f7ee866f043f4c50ec517cfdc060d9,pdf text layer,sc-meetings,2026-2027,
School Committee Agenda 8-26-26,https://drive.google.com/file/d/1uRBKGB2aW-rvH4YPkQ5kEoXWN_6Y73KI/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2026-08-26-school-committee-agenda-8-26-26.pdf,sources/district-budget/text/sc-meetings/2026-08-26-school-committee-agenda-8-26-26.txt,131058,3407aca026fa21f74ff647e71a240e17e4be38c024a3d4348fae34e714dd1b05,pdf text layer,sc-meetings,2026-2027,2026-08-26
Updated Presentation Strategic Spending of Additional State Aid,https://drive.google.com/file/d/1fG47nWu-N0bNyjVCQEE7FZ5fXVgJC5YZ/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2026-2027-updated-presentation-strategic-spending-of-additional-state-.pdf,sources/district-budget/text/sc-meetings/2026-2027-updated-presentation-strategic-spending-of-additional-state-.txt,281371,e24a9e17087a02ef3ed126d95f01323c63f70208ec07254563045866a84d270f,pdf text layer,sc-meetings,2026-2027,
Letter to Legislature,https://docs.google.com/document/d/12z0BS5rDGi4zVegAw8AeNcLacI6yIK0J/edit?usp=drive_link&amp;ouid=115866774118931112779&amp;rtpof=true&amp;sd=true,sources/district-budget/docs/sc-meetings/2026-07-29-letter-to-legislature.docx,sources/district-budget/text/sc-meetings/2026-07-29-letter-to-legislature.txt,22009,811f7cf20d1f7dde10f63d0c1f2c705e61ac3385f7b137cba375db74e3c63180,document,sc-meetings,2026-2027,2026-07-29
2026 State Budget Numbers,https://drive.google.com/file/d/159xK98FLTqJ7GRrTbAqprSYK_KN9-Eis/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2026-07-29-2026-state-budget-numbers.pdf,sources/district-budget/text/sc-meetings/2026-07-29-2026-state-budget-numbers.txt,630298,a9732f275d978fa086666a03d3a8311fd442d5c21529d926c517342977ddd1dd,pdf text layer,sc-meetings,2026-2027,2026-07-29
Lunenburg 300th Anniversary Fireworks,https://drive.google.com/file/d/1oE6Dugonc87k9tRI0MeAANCVvAm2_s6h/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2026-07-29-lunenburg-300th-anniversary-fireworks.pdf,sources/district-budget/text/sc-meetings/2026-07-29-lunenburg-300th-anniversary-fireworks.txt,15730108,d803ecb3757be5a3354901896e2620cb7d30dc1b15c674e2c7e1022327282cc0,pdf text layer,sc-meetings,2026-2027,2026-07-29
School Committee Agenda 5-20-26,https://drive.google.com/file/d/1SjyoK35_chPoPNZIMIDPFQMtApQ3i567/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2026-05-20-school-committee-agenda-5-20-26.pdf,sources/district-budget/text/sc-meetings/2026-05-20-school-committee-agenda-5-20-26.txt,141466,6b03519f74048d57906546ae85672fd73bbe37a854b8d8ec0edddb57cff92957,pdf text layer,sc-meetings,2025-2026,2026-05-20
Scholarship-Athletic Boosters,https://drive.google.com/file/d/1ZramnCO8U045dzoX_fmY41xfR6UFeaKC/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2025-2026-scholarship-athletic-boosters.pdf,sources/district-budget/text/sc-meetings/2025-2026-scholarship-athletic-boosters.txt,148604,39efa4f024fce2ab0adbf44d5df2db579567973b950ea647dbcb61ddb5bfdf37,pdf text layer,sc-meetings,2025-2026,
Scholarships-NM Joe Ruth #1,https://drive.google.com/file/d/1KiGQ5EWBNz7L4zq_D4RIjzZPPdpjL6P9/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2025-2026-scholarships-nm-joe-ruth-1.pdf,sources/district-budget/text/sc-meetings/2025-2026-scholarships-nm-joe-ruth-1.txt,2555982,db8ab1f589d0b624e7bacbe75c6de697c24d70461b25d5cb213e0ed37aded9c6,ocr,sc-meetings,2025-2026,
Scholarships-NM Joe Ruth #2,https://drive.google.com/file/d/1nvXZ_E1w62zX0lFboiLQedj6iUqzROT1/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2025-2026-scholarships-nm-joe-ruth-2.pdf,sources/district-budget/text/sc-meetings/2025-2026-scholarships-nm-joe-ruth-2.txt,1370445,ff14ce74c85db0eef39d640c116d47e73516647fbece1bb705201023c8f270a2,ocr,sc-meetings,2025-2026,
3303 Handling of Cash,https://drive.google.com/file/d/1qFewJaTEcpMVKo11No8Zp0_hiC-c3344/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2025-2026-3303-handling-of-cash.pdf,sources/district-budget/text/sc-meetings/2025-2026-3303-handling-of-cash.txt,6138,f43efddac4f7acbb2d9f1aae7f0401b9265b7fb0e1dd0b1cda903f42b67a3d1b,pdf text layer,sc-meetings,2025-2026,
5503 Student Data Privacy & Security,https://drive.google.com/file/d/1o64LXhHf-9bBGQ0cMp8xIyaydXsOq2v7/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2025-2026-5503-student-data-privacy-security.pdf,sources/district-budget/text/sc-meetings/2025-2026-5503-student-data-privacy-security.txt,117364,65b761c295b077885bbd47a35aa20312990618f9c4234c494cbf345f2a1d16ff,pdf text layer,sc-meetings,2025-2026,
5701.01 Medication Administration,https://drive.google.com/file/d/12sVCAmpdIG2xXsI0psCHlxffdk_ojb_P/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2025-2026-5701-01-medication-administration.pdf,sources/district-budget/text/sc-meetings/2025-2026-5701-01-medication-administration.txt,158205,9813015ba020f263168990f2705f25a433d13f2f49edf30b1ca9d6c6cc3128ff,pdf text layer,sc-meetings,2025-2026,
1303.1 Advertising in Schools,https://drive.google.com/file/d/1N3hspb4MrlxPpaspkJAy28EQmnJK4of-/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2025-2026-1303-1-advertising-in-schools.pdf,sources/district-budget/text/sc-meetings/2025-2026-1303-1-advertising-in-schools.txt,11635,143a132b88d9c1dfc7fb76909ede64d62e45e760da70dfb37dbc9a577fdde9a6,pdf text layer,sc-meetings,2025-2026,
5th Grade Parent Bus Release,https://drive.google.com/file/d/1EDReTx39-gKYBOILXaP3vVLBYYXkBqR6/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2025-2026-5th-grade-parent-bus-release.pdf,sources/district-budget/text/sc-meetings/2025-2026-5th-grade-parent-bus-release.txt,113479,5648f35d8270f7f8b9018318131550b9589b8334f615540571223e718d05d214,pdf text layer,sc-meetings,2025-2026,
School Committee Agenda 5-6-26,https://drive.google.com/file/d/1ZhdaQhOnDXMesgk_hvynok_pfXNowZ7T/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2026-05-06-school-committee-agenda-5-6-26.pdf,sources/district-budget/text/sc-meetings/2026-05-06-school-committee-agenda-5-6-26.txt,127856,2351d5665ba9e0c625f5cbb2ce9c847745a5790d05b89ad0db57ac19def6cfd0,pdf text layer,sc-meetings,2025-2026,2026-05-06
School Committee Agenda 4/1/26,https://drive.google.com/file/d/1GlnWhn6iK7LL2AjwHyCAHE51XUTF1UJu/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2025-2026-school-committee-agenda-4-1-26.pdf,sources/district-budget/text/sc-meetings/2025-2026-school-committee-agenda-4-1-26.txt,127688,87532f6705ae7d5c7a1c3da60438c53b627d716cecd07efa372ea3f7afe2cd52,pdf text layer,sc-meetings,2025-2026,
YTD Budget as of 3/31/26,https://drive.google.com/file/d/1d0Zro9y-O6JHbaJPe-kk_yqkuGp7uvHC/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2025-2026-ytd-budget-as-of-3-31-26.pdf,sources/district-budget/text/sc-meetings/2025-2026-ytd-budget-as-of-3-31-26.txt,354115,8e463ab7bd86458db1d96db8359df920a4f4b747d5e97b7cc22988ff5bcaae33,pdf text layer,sc-meetings,2025-2026,
FY27 Congressionally Directed Spending Proposal,https://drive.google.com/file/d/1v4aUFYHf38FUXrW4EWdALRBFV_d2-Hhm/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2025-2026-fy27-congressionally-directed-spending-proposal.pdf,sources/district-budget/text/sc-meetings/2025-2026-fy27-congressionally-directed-spending-proposal.txt,130630,94f54f2c05ea8f0555ce8f25f24874463c3433621d630f61b6c2b6a49b861417,pdf text layer,sc-meetings,2025-2026,
Facilities Report,https://drive.google.com/file/d/1POjfIsht2b9DwTS-f-dYUlgEl3U6vRH6/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2025-2026-facilities-report.pdf,sources/district-budget/text/sc-meetings/2025-2026-facilities-report.txt,1431553,e895e5e101ea1f1997a1d7dfbd04ae62ce2daf07b53f779031c0684090856ad6,ocr,sc-meetings,2025-2026,
Bus Fee Structure,https://drive.google.com/file/d/1hhaPFCC3-Dmj7YjcP5qvNsQnclZ99j1U/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2025-2026-bus-fee-structure.pdf,sources/district-budget/text/sc-meetings/2025-2026-bus-fee-structure.txt,14932,ff9b1699434c9e970c2c537419831732ece7cdf55bd7ac78fcc166c752956345,pdf text layer,sc-meetings,2025-2026,
Spring Sports Report,https://drive.google.com/file/d/1pkmkgAjdxVoymPOD25avgW8YuuJRe5hw/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2025-2026-spring-sports-report.pdf,sources/district-budget/text/sc-meetings/2025-2026-spring-sports-report.txt,42948,17b0e900b68608263d68fe2b10140d4d00b09ca72a1e329bd57610504f270479,pdf text layer,sc-meetings,2025-2026,
School Committee Emergency Meeting Agenda 3-23-26,https://drive.google.com/file/d/1GUPkrpryOsi_wX4vTvuy4WmMOjDB1qWk/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2026-03-23-school-committee-emergency-meeting-agenda-3-23-26.pdf,sources/district-budget/text/sc-meetings/2026-03-23-school-committee-emergency-meeting-agenda-3-23-26.txt,125714,4cea025b527fb8b8443a2c4a325ffee26c9983fe72248f5d1db64520dc92755f,pdf text layer,sc-meetings,2025-2026,2026-03-23
School Committee Agenda 3-18-26,https://drive.google.com/file/d/1oe7hFYVs6U6KW5O-sZFVihO2EEIk1gYf/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2026-03-18-school-committee-agenda-3-18-26.pdf,sources/district-budget/text/sc-meetings/2026-03-18-school-committee-agenda-3-18-26.txt,126289,383098add12956875729e39c7fbe8640a761d18ae385eaaf77ab0c6bb702f1d4,pdf text layer,sc-meetings,2025-2026,2026-03-18
Final Approve Greece Trip,https://drive.google.com/file/d/12RoS_1OK89Cwdn1iXkP0kSruV_ePaDMg/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2025-2026-final-approve-greece-trip.pdf,sources/district-budget/text/sc-meetings/2025-2026-final-approve-greece-trip.txt,78616,50b872342c7c36a5c7b65fb7cee1866598e4b7c599d64d1974684345d4630910,pdf text layer,sc-meetings,2025-2026,
Draft Extended Day Handbook,https://drive.google.com/file/d/1zwe9heMxio4yCYEcvHH9Uknm_8Jo-2Yo/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2025-2026-draft-extended-day-handbook.pdf,sources/district-budget/text/sc-meetings/2025-2026-draft-extended-day-handbook.txt,442216,e156a22870c09e268c25ffa6e4d8d46b9423e4dd8b5ee544000cce59b200633e,pdf text layer,sc-meetings,2025-2026,
Draft ELC Handbook,https://drive.google.com/file/d/1NtfBDtkbPnTqG208fNpsheGRKrBkuJ5N/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2025-2026-draft-elc-handbook.pdf,sources/district-budget/text/sc-meetings/2025-2026-draft-elc-handbook.txt,260784,6272c473f006f2a7b17286040d8e6290bc1a7a89934de6f0e96ba5d74a6c865c,pdf text layer,sc-meetings,2025-2026,
"Beth N, Curtis Scholarship Award",https://drive.google.com/file/d/1JtF-4UNP2ZpLPd3GLxRT1mfT1i0be8Xn/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2025-2026-beth-n-curtis-scholarship-award.pdf,sources/district-budget/text/sc-meetings/2025-2026-beth-n-curtis-scholarship-award.txt,96004,27b727e1ced819c5bb68f4159fd0b5dd4e92683a09f8bd3b386c1668ffb2ad9a,ocr,sc-meetings,2025-2026,
REVISED School Committee Agenda 3-4-26,https://drive.google.com/file/d/1pCGBxTjcmVsh7RChE2HQQsR2dGeUPAaf/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2026-03-04-revised-school-committee-agenda-3-4-26.pdf,sources/district-budget/text/sc-meetings/2026-03-04-revised-school-committee-agenda-3-4-26.txt,126055,8617d62c0322bdc79a592d018e5b9f621813723cdb0b5eff6a50925124aa8584,pdf text layer,sc-meetings,2025-2026,2026-03-04
FY27 Budget Projections 3.4.26 with restorations,https://drive.google.com/file/d/121RVDUALoTDvUtHkAURSJZXyA6NfhA2s/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2025-2026-fy27-budget-projections-3-4-26-with-restorations.pdf,sources/district-budget/text/sc-meetings/2025-2026-fy27-budget-projections-3-4-26-with-restorations.txt,382255,78ed9c6ac02d40d61f40809a89055b38b17c90a6e1ea000fb9d3731e8104e89b,pdf text layer,sc-meetings,2025-2026,
Finance Committee Questions 2.26.26,https://drive.google.com/file/d/18rybHNsaALQ3g9XqorfScGVP7mw-4PLp/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2025-2026-finance-committee-questions-2-26-26.pdf,sources/district-budget/text/sc-meetings/2025-2026-finance-committee-questions-2-26-26.txt,312488,6eaaf1ce65c6fbd0fdb2aa4926ee087e8f0b89db7d5dc8a3aac82624bd7e10e1,pdf text layer,sc-meetings,2025-2026,
Betsy B. Parker Scholarship,https://drive.google.com/file/d/1oX5nZVL22-9CFMiLx1hdv-e3A7GXa3BS/view?usp=drive_link,sources/district-budget/docs/sc-meetings/2025-2026-betsy-b-parker-scholarship.pdf,sources/district-budget/text/sc-meetings/2025-2026-betsy-b-parker-scholarship.txt,56854,aab3b057b76d22ff6bdc0382fe6138a1bada003bcca0ac45ac6303a525eef65e,pdf text layer,sc-meetings,2025-2026,
